"annee";"budget_francs";"budget_MF";"confiance";"fichier";"contexte"
"1978";"30000000";"30.0";"proche";"6_cri_1978-1979-ordinaire1_056.txt";"A.SSEMBLEE NATIONALE. -- 1 SEANCE DU 15 NOVEMBRE 1978 7653 mn_ it. _mn _nt me_ _et mer en ce qui concerne les opérations de placement antérieu- rement assurées par le BUMIDOM, n'a pas fait, jusqu'à pr"
