"fichier";"annee";"type";"sens";"valeur";"valeur_avant";"valeur_apres";"evolution";"evolution_pct";"distance";"contexte"
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"evolution_pct";"progression";"8.0";"";"";"";"";"255";"pas entendu ce conseil ! Tandis que le budget de l'Etat augmente officiellement et globalement de 11,8 p . 100 — en fait, on l'a démontré, de 14 p . 100 — le nôtre n'enregistre qu'une progression de 8 p. 100, que le rapporteur a qualifiée de modeste. Elégant euphémisme puisque, en francs constants, "
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"evolution_pct";"progression";"8.4";"";"";"";"";"467";"gant euphémisme puisque, en francs constants, le volume du crédit de l 'Etat mis à notre disposition ne sera pas maintenu à niveau, comme aurait dit le Premier ministre. Et encore, pour obtenir cette progression médiocre, il vous a fallu sonner le rappel de cer- tains crédits qui, d'ordinaire, sont "
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"evolution_pct";"diminution";"4.39";"";"";"";"";"110";"ours d'année, le ministre du budget peut les réduire d'un trait de plume. C'est ce qu 'il vient de faire il y a quelques jours, presque à la sauvette. Mais ce qui est plus grave, très grave, c'est la diminution catastrophique en francs constants des crédits de paiement. Vous ne prévoyez qu'une progr"
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"evolution_pct";"accroissement";"1.75";"";"";"";"";"280";"gramme augmentent, mais les crédits de paiement diminuent. En revanche, le S . M. A., accusé depuis vingt ans d'être un des signes extérieurs de l'impérialisme français, voit augmenter ses crédits de 175 p. 100 en autorisations de programme et de 150 p. 100 en crédits de paiement . Je dis bravo ! Ma"
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"evolution_pct";"accroissement";"1.5";"";"";"";"";"233";"diminuent. En revanche, le S . M. A., accusé depuis vingt ans d'être un des signes extérieurs de l'impérialisme français, voit augmenter ses crédits de 175 p. 100 en autorisations de programme et de 150 p. 100 en crédits de paiement . Je dis bravo ! Mais peut-on 'savoir de combien ont augmenté les c"
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"evolution_pct";"augmentation";"25.0";"";"";"";"";"118";"Enfin, vous me permettrez, monsieur le secrétaire d'Etat, d'exprimer mes préoccupations concernant l'amputation des crédits figurant dans la loi de finances initiale pour 1982, qui ont été réduits de 25 p. 100 en autorisations de programme et en mesures nouvelles de crédits de paiement . Ces annulat"
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"evolution_pct";"augmentation";"10.7";"";"";"";"";"476";"août 1982, malgré la fin de l'année scolaire, le nombre de demandes d'emploi a reculé de 19 p . 100 par rapport à août 1981. Le nombre de demandes d'emploi non satisfaites, qui est de 30355, recul de 10,7 p. 100 en un an. M. Jean Fontaine . Ces chiffres n'ont aucun sens ! M. Wilfrid Bertile. Le temp"
"7_cri_1983-1984-ordinaire1_076.txt";"1983";"evolution_pct";"progression";"1.4";"";"";"";"";"223";"nt de la recher- che d'une maîtrise accrue des finances publiques, gage d'un nou- veau départ de notre économie sur des bases assainies . C'est ainsi que le, crédits de paiement ne progressent que de 1,4 p. 100, tandis que les autorisations de programme sont pratiquement stabilisées à leur niveau de"
"7_cri_1983-1984-ordinaire1_076.txt";"1983";"evolution_pct";"progression";"0.3";"";"";"";"";"89";"s . C'est ainsi que le, crédits de paiement ne progressent que de 1,4 p. 100, tandis que les autorisations de programme sont pratiquement stabilisées à leur niveau de 1983, puisqu'elles augmentent de 0,3 p. 100. Si les crédits de paiement consacrés aux dépenses ordinaires connaissent une progression"
"7_cri_1983-1984-ordinaire1_076.txt";"1983";"evolution_pct";"augmentation";"4.8";"";"";"";"";"244";"us particulièrement consa- crés aux départements d'outre-mer, qui sont inscrits à la deuxième section du fascicule budgétaire, les dépenses ordinaires et les autorisations de programme progressent de 4,8 p. 100. L'essentiel de ces crédits est, comme l'an dernier, consacré au fond d'investissement po"
"7_cri_1983-1984-ordinaire1_076.txt";"1983";"evolution_pct";"diminution";"13.6";"";"";"";"";"218";"ectivité accrue bénéficie également à l'agence nationale pour l'insertion et la promotion des travailleurs d'outre-mer, dont l'utilité n'est plus à démontrer et dont les crédits, en augmen- tation de 13.6 p. 100, atteindront l'an prochain près de 80 mil- lions de francs. Pour la section consacrée au"
"7_cri_1983-1984-ordinaire1_076.txt";"1983";"evolution_pct";"progression";"6.3";"";"";"";"";"483";"affectés aux territoires d'outre-mer et inscrits au budget du secrétariat d'Etat. Par rapport au budget voté pour 1983, ce chiffre traduit une progression de 6,3 p . 100, soit précisément le taux de progression des charges à caractère définitif de l'Etat pour 1984 . C'est dire que les crédits du sec"
"7_cri_1983-1984-ordinaire1_076.txt";"1983";"evolution_pct";"hausse";"1.25";"";"";"";"";"83";"ation centrale et des services extérieurs, progressent de 6,3 p. 100 La participation de l'Etat aux budgets des collectivités locales des territoires d'outre-mer approche 155 millions de francs, en hausse de 6,5 p. 100 Les crédits de l'action sociale et culturelle augmentent de 125 p. 100 en raison "
"7_cri_1983-1984-ordinaire1_076.txt";"1983";"evolution_pct";"hausse";"6.2";"";"";"";"";"276";"ation centrale et des services extérieurs, progressent de 6,3 p. 100 La participation de l'Etat aux budgets des collectivités locales des territoires d'outre-mer approche 155 millions de francs, en hausse de 6,5 p. 100 Les crédits de l'action sociale et culturelle augmentent de 125 p. 100 en raison "
"7_cri_1983-1984-ordinaire1_076.txt";"1983";"evolution_pct";"augmentation";"6.5";"";"";"";"";"212";"rale et des services extérieurs, progressent de 6,3 p. 100 La participation de l'Etat aux budgets des collectivités locales des territoires d'outre-mer approche 155 millions de francs, en hausse de 6,5 p. 100 Les crédits de l'action sociale et culturelle augmentent de 125 p. 100 en raison de la créa"
"7_cri_1984-1985-ordinaire1_039.txt";"1984";"evolution_pct";"baisse";"22.0";"";"";"";"";"499";"84 ressent tout particulièrement la Polynésie . Le chiffre de 1985 cet en baisse de 12100000 francs, soit 18 p. 100 par rapport au chiffre voté pour 1984, soit encore une baisse réelle supé- rieure à 22 p. 100 si l'on considère que ce crédit sert unique- ment à la rémunération des fonctionnaires de "
"7_cri_1984-1985-ordinaire1_039.txt";"1984";"evolution_pct";"baisse";"37.0";"";"";"";"";"298";"ante fonctionnaires. Au cours de cette année, la rigueur imposée par votre collègue des finances vous a déjà obligé à renoncer à la relève de cinq médecins et de quinze enseignants . Avec la nouvelle baisse de moyens que vous annoncez, monsieur le secrétaire d'Etat, combien de médecins, combien d'en"
"7_cri_1984-1985-ordinaire1_039.txt";"1984";"evolution_pct";"progression";"40.0";"";"";"";"";"370";"le F . I . I) O . M. qui est chez nous votre principale inter- vention. Et à ce propos je Joie vous dire que, probablement à l'inverse de la plupart de mes call `Élues, je suis inquiet . En effet, la progression du F . 1 D . O . M . est due en bonne partie à l'apparition rdens la nomenclature d'une "
"7_cri_1984-1985-ordinaire1_039.txt";"1984";"evolution_pct";"progression";"11.0";"";"";"";"";"428";"le F . I . I) O . M. qui est chez nous votre principale inter- vention. Et à ce propos je Joie vous dire que, probablement à l'inverse de la plupart de mes call `Élues, je suis inquiet . En effet, la progression du F . 1 D . O . M . est due en bonne partie à l'apparition rdens la nomenclature d'une "
"8_cri_1986-1987-ordinaire1_065.txt";"1986";"evolution_pct";"progression";"0.9";"";"";"";"";"58";"86 millions, de plus de 50 p. 100. Il s'agit là d'un effort extrêmement important et d 'autant plus remarquable qu'il intervient dans un contexte d'éco- nomies budgétaires rigoureuses qui ont que la progression des dépenses civiles de l'Etat sera limitée à 0.9 p. 100 l'an prochain. En d 'autres term"
"8_cri_1986-1987-ordinaire1_065.txt";"1986";"evolution_pct";"progression";"0.9";"";"";"";"";"270";"86 millions, de plus de 50 p. 100. Il s'agit là d'un effort extrêmement important et d 'autant plus remarquable qu'il intervient dans un contexte d'éco- nomies budgétaires rigoureuses qui ont que la progression des dépenses civiles de l'Etat sera limitée à 0.9 p. 100 l'an prochain. En d 'autres term"
"8_cri_1986-1987-ordinaire1_065.txt";"1986";"evolution_pct";"augmentation";"50.0";"";"";"";"";"284";"épartements et collectivités territoriales d'outre-mer, les crédits de paie- ment, avec 955 millions, progressent de plus de 17 p, 100 et les autorisations de programme, avec 586 millions, de plus de 50 p. 100. Il s'agit là d'un effort extrêmement important et d 'autant plus remarquable qu'il interv"
"8_cri_1986-1987-ordinaire1_085.txt";"1986";"evolution_pct";"progression";"40.0";"";"";"";"";"68";"er. Mora- lité, un certain nombre de décisions rapides sont à prendre, et je vais vous en donner quelques exemples. Grâce à la solidarité gouvernementale, nous avons béné- ficié d'une augmentation de 40 p. 100 des crédits du loge- ment pour 1987. C'est la plus grande progression connue d'une année s"
"8_cri_1986-1987-ordinaire1_090.txt";"1986";"evolution_pct";"réduction";"58.0";"";"";"";"";"215";"notamment Colôn et les Antilles néerlandaises, qui est la plus impor- tante, ce qui risgtie de réduire le caractère attractif de ce sys- tème. C'est un peu comme la réforme de M. Balladur abaissant à 58 p. 100 le taux de la tranche supérieure de l'impôt sur le revenu, alors que les Etats-Unis l'ont "
"8_cri_1986-1987-ordinaire1_090.txt";"1986";"evolution_pct";"progression";"8.3";"";"";"";"";"144";"de budget pour 1987 tra- duit de la part de l ' Etat la volonté de diminuer sa pression fiscale, on ne peut pas faire le même constat pour les collec- tivités locales. Quelques chiffres illustrent la progression inquiétante de cette pression fiscale : en 1983, le rythme d'augmentation de la fiscalit"
"8_cri_1986-1987-ordinaire1_090.txt";"1986";"evolution_pct";"progression";"10.12";"";"";"";"";"169";"de budget pour 1987 tra- duit de la part de l ' Etat la volonté de diminuer sa pression fiscale, on ne peut pas faire le même constat pour les collec- tivités locales. Quelques chiffres illustrent la progression inquiétante de cette pression fiscale : en 1983, le rythme d'augmentation de la fiscalit"
