"fichier";"annee";"valeur_francs";"unite";"valeur_affichee";"score";"confiance";"densite_doc";"dans_fourchette";"contexte"
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"19000000";"millions";"19.0 millions";"7";"proche";"5";"oui";"financement ont été prises pour moderniser les équipements . Les plans de développement de l'élevage dans les différents départements ont reçu cette année des concours du F. O. R. M . A. à hauteur de 19 millions de francs. Ces programmes bénéficieront, ou bénéficient déjà, des dotations de fonds de "
"5_cri_1974-1975-ordinaire1_046.txt";"1974";"17000000";"millions";"17.0 millions";"7";"proche";"8";"oui";"ntrent que l'effort, s'il a été insuffi- sant, n'est cependant pas négligeable . En effet, à cette action ont été consacrés 67 millions de francs en Martinique, 86 mil- lions de francs en Guadeloupe, 17 millions de francs en Guyane et 75 millions de francs à la Réunion. Ces chiffres témoignent des c"
"4_cri_1970-1971-ordinaire1_023.txt";"1970";"16000000";"millions";"16.0 millions";"7";"proche";"4";"oui";"ée ne permet pas de retrouver le niveau antérieur à la période d'aus- térité budgétaire que nous avons traversée . J'ajoute au passage que le fonds d'action conjoncturelle en 1970 s'élevait à environ 16 millions et qu'aucun crédit n'a été débloqué. Deuxième observation : si les autorisations de prog"
"5_cri_1977-1978-ordinaire1_035.txt";"1977";"13000000";"millions";"13.0 millions";"7";"proche";"4";"oui";"7. Bien sûr, certains postes sont mieux pourvus . alors que d'autres ont été négligés. A première vue, il apparaît, par exemple, que le secrétariat d'Etat aux universités voit sa dotation diminuer de 13 millions de francs. On pourrait en déduire que le Gouvernement s'est désintéressé des problèmes d"
"4_cri_1969-1970-ordinaire1_050.txt";"1969";"12558993";"francs";"12558993 F";"7";"proche";"4";"oui";"ionnement et 2.500.000 francs au fonds d'investissement. Les crédits de fonctionnement prévus pour 1970 atteignent donc 140.398.088 francs, contre 127.839.095 francs en 1969, soit une augmentation de 12.558.993 francs, dont 11.550.511 francs au titre des mesures acquises et 1.058.482 francs au titre"
"4_cri_1968-1969-ordinaire1_050.txt";"1968";"12000000";"millions";"12.0 millions";"7";"proche";"16";"oui";"forte que celle des crédits d 'équipement. Quant aux subventions au F .I.D .O .M., on enregistre, pour la section centrale . une augmentation de 1 .400.000 francs des autorisations de programme et de 12 millions de francs des crédits de paiement. Pour la section locale, les crédits de paiement augme"
"4_cri_1971-1972-ordinaire1_024.txt";"1971";"12000000";"millions";"12.0 millions";"7";"proche";"13";"oui";"ions globales. premiers voudront sûrement ce marché commun si des emplois Il est impensable que, par exemple, un commerçant qui achète ASSEMBLEE NATIONALE — 1"" SEANCE DU 26 OCTOBRE 1971 4905 en France 12 millions de francs de marchandises par an que la terre martiniquaise, la bonne terre martiniquai"
"4_cri_1969-1970-ordinaire1_050.txt";"1969";"11550511";"francs";"11550511 F";"7";"proche";"4";"oui";"rancs au fonds d'investissement. Les crédits de fonctionnement prévus pour 1970 atteignent donc 140.398.088 francs, contre 127.839.095 francs en 1969, soit une augmentation de 12.558.993 francs, dont 11.550.511 francs au titre des mesures acquises et 1.058.482 francs au titre des mesures nouvelles. "
"6_qst_6-qst-1980-08-25.txt";"1980";"10000000";"millions";"10.0 millions";"7";"proche";"2";"oui";"ille du Port. Le curage des ravines a été exécuté dès le lendemain de la catastrophe, avec l'aide de premiers crédits d 'urgence délégués par le ministère de l 'environnement. Au surplus un crédit de 10 millions de francs a été débloqué au titre de la protection contre les eaux pour la reconstructio"
"4_cri_1971-1972-ordinaire1_024.txt";"1971";"8000000";"millions";"8.0 millions";"7";"proche";"13";"oui";"me que de méconnaître déli- drais immédiatement qu'en cinq années la progression du budget bérément les aspirations profondes de ces populations. des D. O. M. n'avait atteint, en francs constants, que 8 millions Il reste néanmoins que tout ne pourra se faire en un jour et de francs, ce qui, en valeu"
"4_cri_1970-1971-ordinaire1_023.txt";"1970";"7000000";"millions";"7.0 millions";"7";"proche";"4";"oui";"s prévues n'a pas souffert jusqu'à présent de la diminution des autorisations de programme, car tous les crédits de paiement dis- ponibles ont été consommés. Troisième observation : l'augmentation de 7 millions de francs en autorisations de programme est intégralement destinée à la mise en oeuvre du"
"5_cri_1976-1977-ordinaire1_062.txt";"1976";"7000000";"millions";"7.0 millions";"7";"proche";"2";"oui";"de francs, ce qui en portera le montant à 34 millions de francs, chiffre supérieur à celui de 1976. Par ailleurs, le fonds social européen intervient aussi pour faciliter ces migrations, à hauteur de 7 millions de francs envi- ron. L'aide de l'Etat peut donc être moins importante qu'on ne pourrait l"
"5_cri_1975-1976-ordinaire1_057.txt";"1975";"6400000";"francs";"6400000 F";"7";"proche";"4";"oui";"rogramme quinquennal d'élevage bovin est, depuis peu . appliqué en Guadeloupe, tandis qu'un autre est à l'étude pour la Martinique. Le F. O. R. M. A. a déjà participé au financement i: concurrence de 6 400 000 francs. Des programmes d'investissement sont, par ailleurs . en cours pour le développemen"
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"5800000";"millions";"5.8 millions";"7";"proche";"5";"oui";"és à la recherche scientifique dans les terres australes et antarctiques françaises. Enfin, les crédits relatifs à l'action culturelle et sociale dans les territoires d'outre-mer, s'élèvent à plus de 5,8 millions de francs. L'analyse des crédits ainsi résumée brièvement, je présenterai quelques obse"
"4_cri_1971-1972-ordinaire1_024.txt";"1971";"5000000";"millions";"5.0 millions";"7";"proche";"13";"oui";"départements d'outre-mer, on observe que, sur près de 80 mil- connaissent la même proportion de chômeurs, nous aurions lions de francs demandés, 31,3 millions sont destinés à la police sur le pavé 4 à 5 millions de travailleurs. Vous devinez, monsieur 2letionale des départements d'outre-mer et 26,5 "
"4_cri_1969-1970-ordinaire1_050.txt";"1969";"4400000";"francs";"4400000 F";"7";"proche";"4";"oui";"on conjoncturelle. Telles étaient les règles impératives qui devaient présider à l'élaboration du budget. J'ai néanmoins obtenu une mesure exceptionnelle, sous la forme d 'un crédit supplémentaire de 4.400.000 francs, dont 1.800.000 francs ont été affectés à la section de fonctionnement et 2.500.000"
"4_cri_1970-1971-ordinaire1_023.txt";"1970";"4000000";"millions";"4.0 millions";"7";"proche";"4";"oui";"1970 s'élevait à environ 16 millions et qu'aucun crédit n'a été débloqué. Deuxième observation : si les autorisations de programme sont en augmentation, les crédits de paiement sont en diminution de 4 millions de francs, conséquence des blocage. intervenus en 1969. Il faut cependant noter que la réa"
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"3800000";"millions";"3.8 millions";"7";"proche";"5";"oui";"itoires d'outre-mer connaissent une progression de 9,3 p . 100. La subvention au budget de Wallis et Futuna dépasse 4,8 mil- lions de francs celle destinée à la Nouvelle-Calédonie s'élève à plus de 3,8 millions de francs . Plus de 73 millions de francs sont consacrés au budget des terres australes e"
"4_cri_1969-1970-ordinaire1_050.txt";"1969";"2500000";"francs";"2500000 F";"7";"proche";"4";"oui";"ion du budget. J'ai néanmoins obtenu une mesure exceptionnelle, sous la forme d 'un crédit supplémentaire de 4.400.000 francs, dont 1.800.000 francs ont été affectés à la section de fonctionnement et 2.500.000 francs au fonds d'investissement. Les crédits de fonctionnement prévus pour 1970 atteignen"
"4_cri_1969-1970-ordinaire1_050.txt";"1969";"1800000";"francs";"1800000 F";"7";"proche";"4";"oui";"es étaient les règles impératives qui devaient présider à l'élaboration du budget. J'ai néanmoins obtenu une mesure exceptionnelle, sous la forme d 'un crédit supplémentaire de 4.400.000 francs, dont 1.800.000 francs ont été affectés à la section de fonctionnement et 2.500.000 francs au fonds d'inve"
"6_cri_1979-1980-ordinaire1_044.txt";"1979";"1200000";"million";"1.2 million";"7";"proche";"3";"oui";"e l'intérieur, chargé des départements et territoires d'outre-mer, mes chers collègues, nous est donné aujourd'hui, comme chaque année, à travers ce budget, de nous pencher sur le sort et l'avenir de 1,2 million de nos compatriotes répartis dans six collectivités très différentes, mais qui subissent"
"4_cri_1969-1970-ordinaire1_050.txt";"1969";"1058482";"francs";"1058482 F";"7";"proche";"4";"oui";"ctionnement prévus pour 1970 atteignent donc 140.398.088 francs, contre 127.839.095 francs en 1969, soit une augmentation de 12.558.993 francs, dont 11.550.511 francs au titre des mesures acquises et 1.058.482 francs au titre des mesures nouvelles. Cette augmentation, légèrement inférieure à 10 p. 1"
"4_cri_1969-1970-ordinaire1_050.txt";"1969";"1058482";"francs";"1058482 F";"7";"proche";"4";"oui";"des services du Premier ministre (section IH. — Départements d'outre-mer) : ETAT B Répartition des crédits applicables aux dépenses ordinaires des services civils (mesures nouvelles). e Titre III : + 1.058.482 francs ». ETAT C Répartition des autorisations de programme et des crédits de paiement app"
"4_cri_1968-1969-ordinaire1_050.txt";"1968";"1000000";"million";"1.0 million";"7";"proche";"16";"oui";"ur les territoires d 'outre-mer. Nous disons qu'il y a là un salmigondis peu propre à susciter l'enthousiasme des promoteurs. On se demande même si ce n'est pas pour cette raison que les dotations de 1 million en crédits de fonctionnement et de 53 millions en crédits de paiement prévus au budget des"
"5_cri_1974-1975-ordinaire1_046.txt";"1974";"900000";"francs";"900000 F";"7";"proche";"8";"non";"tre . nier seront mal traités en 1975. Certains ont fait observer que la dotation destinée à la section locale du F. I. D. O. M. — fonds d'investissement des départe- ments d'outre-mer — diminuait de 900 000 francs tandis que celle qui alimente la section centrale s'accroissait de 700 000 francs. Ma"
"5_cri_1974-1975-ordinaire1_046.txt";"1974";"700000";"francs";"700000 F";"7";"proche";"8";"non";"destinée à la section locale du F. I. D. O. M. — fonds d'investissement des départe- ments d'outre-mer — diminuait de 900 000 francs tandis que celle qui alimente la section centrale s'accroissait de 700 000 francs. Mais, par un amendement n"" 149, le Gouvernement a réduit à néant cette critique en m"
"5_cri_1975-1976-ordinaire1_038.txt";"1975";"23000";"francs";"23000 F";"7";"proche";"2";"non";"de la hase de leur impôt sur le revenu . De même une déduction de 1150 francs est prévue en faveur des pertonnes âgées de plus de soixante-cinq ans dont le revenu est compris entre 14 0Nt0 francs et 23000 francs. A cet égard, la limite d'âge de soixante-cinq ans a éte retenue car elle correspond au "
"5_cri_1975-1976-ordinaire1_038.txt";"1975";"14009";"francs";"14009 F";"7";"proche";"2";"non";"que ces personnes sont exonérées si leur per) . sien n 'excède pas 13500 flancs . En outre, les contribuables âgés de plus de soixante-cinq ans dont le revenu, après tous abatte- ments, n 'excède pas 14 009 francs peuvent déduire 2 300 francs de la hase de leur impôt sur le revenu . De même une dédu"
"6_cri_1978-1979-ordinaire1_050.txt";"1978";"3515";"francs";"3515 F";"7";"proche";"1";"non";"American Airways . Ces deux com pagnies consentent un tarif intéressant sans conditions de ressources pour des séjours qui varient entre dix et cent vingt jours. Certes, il existe un tarif social de 3 515 francs, mais seuls en bénéficient les économiquement faibles . Or, les conditions de ressources"
"5_cri_1975-1976-ordinaire2_086.txt";"1975";"2710";"francs";"2710 F";"7";"proche";"2";"non";"éunionnais établis en Métropole, quel que soit le secteur d 'activités dans lequel ils sont employés c 'est ainsi que le prix des billets aller et retour Métropole— Réunion se situe .entre 2 315 et 2 710 francs suivant les périodes de l 'année. Une association d 'aide aux migrants originaires des D "
"5_cri_1975-1976-ordinaire1_038.txt";"1975";"2300";"francs";"2300 F";"7";"proche";"2";"non";"es si leur per) . sien n 'excède pas 13500 flancs . En outre, les contribuables âgés de plus de soixante-cinq ans dont le revenu, après tous abatte- ments, n 'excède pas 14 009 francs peuvent déduire 2 300 francs de la hase de leur impôt sur le revenu . De même une déduction de 1150 francs est prévu"
"5_cri_1975-1976-ordinaire1_038.txt";"1975";"1150";"francs";"1150 F";"7";"proche";"2";"non";"âgés de plus de soixante-cinq ans dont le revenu, après tous abatte- ments, n 'excède pas 14 009 francs peuvent déduire 2 300 francs de la hase de leur impôt sur le revenu . De même une déduction de 1150 francs est prévue en faveur des pertonnes âgées de plus de soixante-cinq ans dont le revenu est "
"4_cri_1969-1970-ordinaire1_050.txt";"1969";"890";"francs";"890 F";"7";"proche";"4";"non";"PAR L 'ETAT e Autorisations de programme, 675 .000 francs e Crédits de paiement, 675.000 francs ,. TITRE VI. — SUBVENTIONS D'INVESTISSEMENT ACCORDÉES PAR L 'ETAT e Autorisations de programme, 145 .890.000 francs e Crédits de paiement, 89.353.000 francs ». Personne ne demande la parole? . .. Je mets "
"4_cri_1968-1969-ordinaire1_050.txt";"1968";"850";"francs";"850 F";"7";"proche";"16";"non";"toffé que je crains qu'il ne puisse mener effecti- vement des actions variées en faveur des nombreux jeunes, surtout en faveur de ceux qui sont actuellement sans emploi. Bien que le crédit nouveau de 850.000 francs affecté à cette action vienne en appoint de ceux qui sont consacrés à la forma- tion "
"4_cri_1970-1971-ordinaire1_023.txt";"1970";"800";"francs";"800 F";"7";"proche";"4";"non";"tre effort en matière de migration. Je précise que l'objectif visé est de trouver des débouchés pour les Antillais au Canada et en Amérique latine notamment. Enfin, un crédit supplémentaire d'environ 800.000 francs per- mettra d'accroître les subventions d'équilibre aux budgets des collectivités loc"
"4_cri_1969-1970-ordinaire1_050.txt";"1969";"675";"francs";"675 F";"7";"proche";"4";"non";"nt applicables aux dépenses en capital des services civils (mesures nouvelles). TITRE V . — INVESTISSEMENTS EXÉCUTÉS PAR L 'ETAT e Autorisations de programme, 675 .000 francs e Crédits de paiement, 675.000 francs ,. TITRE VI. — SUBVENTIONS D'INVESTISSEMENT ACCORDÉES PAR L 'ETAT e Autorisations de pr"
"4_cri_1968-1969-ordinaire1_050.txt";"1968";"400";"francs";"400 F";"7";"proche";"16";"non";"a progression des dépenses ordinaires est donc plus forte que celle des crédits d 'équipement. Quant aux subventions au F .I.D .O .M., on enregistre, pour la section centrale . une augmentation de 1 .400.000 francs des autorisations de programme et de 12 millions de francs des crédits de paiement. P"
"4_cri_1970-1971-ordinaire1_023.txt";"1970";"300";"francs";"300 F";"7";"proche";"4";"non";"il y a quelques années de créer un corps spé- cialisé qui rend les plus grands services, en particulier lorsqu'un cyclone vient dévaster un département. Troisièmement, un crédit supplémentaire de 1 .300.000 francs est proposé pour accroître notre effort en matière de migration. Je précise que l'obje"
"5_cri_1973-1974-ordinaire1_088.txt";"1973";"267";"francs";"267 F";"7";"proche";"4";"non";"ur lesquelles il a été construit des serres représentant une super- ficie de 5,30 hectares. Elle envisage de louer ces immeubles moyen- nant un fermage de : 1° 2.600 francs pour les terres 2"" et de 267.400 francs pour les serres poprement dites . Ces immeubles sont affectés de façon permanente et ex"
"4_cri_1968-1969-ordinaire1_050.txt";"1968";"250";"francs";"250 F";"7";"proche";"16";"non";"zones touristiques et d'un effort de prospection et de promotion de la clientèle. Mais l'exiguïté du crédit inscrit au budget des charges com- munes de 1969 pour le fonctionnement de cette mission — 250.000 francs seulement — la condamne à l'impuissance . J'es- time qu'à tout prendre, il vaudrait mi"
"4_cri_1968-1969-ordinaire1_050.txt";"1968";"250";"francs";"250 F";"7";"proche";"16";"non";"ations de 1 million en crédits de fonctionnement et de 53 millions en crédits de paiement prévus au budget des dépenses communes ne sont pas finalement transformés en un simple et dérisoire crédit de 250.000 francs. Après avoir rappelé que le Gouvernement n'a pas encore déposé à ce jour le projet de"
"4_cri_1968-1969-ordinaire1_050.txt";"1968";"250";"francs";"250 F";"7";"proche";"16";"non";"s moyens financiers massifs, concentrés dans le temps, la création d'un organe nouveau ne conduit qu'à un gaspillage inutile de crédits. Monsieur le secrétaire d'Etat, que fera de ce maigre crédit de 250.000 francs cette mission, encore sans chef, compte tenu des frais inévitablement élevés de trans"
"4_cri_1971-1972-ordinaire1_024.txt";"1971";"2000000000";"milliards";"2.0 milliards";"6";"moyen";"13";"non";"du point de vue de l'examen budgétaire, à une anomalie à laquelle il faudra un jour remédier. CONSEIL SUPERIEUR DE SERVICE SOCIAL Les dépenses civiles des ministères techniques s'élèveront, en 1972, à 2 milliards de francs, alors que les crédits du Représentation de l'Assemblée nationale. ministère "
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"1300000000";"milliard";"1.3 milliard";"6";"moyen";"5";"non";"t de dévelop- pement. Je tiens, avant de clore cette partie de mon exposé, à sou- ligner que la dotation globale de fonctionnement attribuée aux départements et aux territoires représentera, en 1983, 1,3 milliard de francs, s'ajoutant aux sommes que j'ai évoquées. Elle progressera donc de 11 p . 100"
"4_cri_1970-1971-ordinaire1_023.txt";"1970";"965000000";"millions";"965.0 millions";"6";"moyen";"4";"non";"couverture des importations par les exportations a fléchi de 38 à 28 p . 100, ce qui se traduit par un solde négatif en 1969 de près de 1 .600 millions de francs, alors que celui-ci ne s'élevait qu'à 965 millions en 1966 . Cela est considérable. Les transferts publics en provenance de la métropole p"
"4_cri_1968-1969-ordinaire1_050.txt";"1968";"770000000";"millions";"770.0 millions";"6";"moyen";"16";"non";"Or le V° Plan avait prévu 750 millions de francs d'engagements pour cinq ans, auxquels se sont ajoutés par la suite 20 millions de francs supplémentaires pour les primes d'emplois hôteliers. Sur les 770 millions de francs, 417 millions de francs seulement d'autorisations de programme ont été ouverts"
"4_cri_1970-1971-ordinaire1_023.txt";"1970";"759718000";"francs";"759718000 F";"6";"moyen";"4";"non";"er une partie de leurs crédits. Partie importante, puisque, si l'on se réfère au fascicule budgétaire qui les récapitule, on peut noter que son montant s'élève, pour les seules dépenses civiles, à 1 .759.718.000 francs, contre 1 .647.104.000 francs en 1970, soit une augmentation de 6 ,,8 p. 100. Un "
"5_cri_1975-1976-ordinaire1_058.txt";"1975";"728000000";"millions";"728.0 millions";"6";"moyen";"2";"non";"onalisation du courant électrique action sur le fret et sur le coût des transports. ' Une année après ces promesses, que voyons-nous au travers du projet de budget qui nous est présenté ? Certes, 4 728 millions de francs sont consacrés à l'ensemble des départements d'outre- mer, soit une progression"
"4_cri_1970-1971-ordinaire1_023.txt";"1970";"727000000";"millions";"727.0 millions";"6";"moyen";"4";"non";"montre en effet que les dépenses civiles pour les départements d'outre-mer atteignent près de deux milliards de francs. C'est ainsi que les crédits du ministère de l'éducation nationale s'élèveront à 727 millions de francs, ce qui représente plus de trois fois le montant du budget du ministère des d"
"4_cri_1970-1971-ordinaire1_023.txt";"1970";"647104000";"francs";"647104000 F";"6";"moyen";"4";"non";". Partie importante, puisque, si l'on se réfère au fascicule budgétaire qui les récapitule, on peut noter que son montant s'élève, pour les seules dépenses civiles, à 1 .759.718.000 francs, contre 1 .647.104.000 francs en 1970, soit une augmentation de 6 ,,8 p. 100. Un effort tout particulier a été "
"4_cri_1970-1971-ordinaire1_023.txt";"1970";"600000000";"millions";"600.0 millions";"6";"moyen";"4";"non";"tion des échanges commerciaux montre que, de 1966 à 1969, la couverture des importations par les exportations a fléchi de 38 à 28 p . 100, ce qui se traduit par un solde négatif en 1969 de près de 1 .600 millions de francs, alors que celui-ci ne s'élevait qu'à 965 millions en 1966 . Cela est considé"
"5_cri_1976-1977-ordinaire1_061.txt";"1976";"576000000";"millions";"576.0 millions";"6";"moyen";"2";"non";"tte. De ce fait, si le budget du secrétariat d'Etat paraît bénéficier d'un traitement de faveur par rapport aux autres budgets, puis- qu'il s'accroît de 17 p. 100, passant de 489 millions de francs à 576 millions, cet avantage est purement formel. En effet, l'admi- nistration des départements d'outr"
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"560000000";"millions";"560.0 millions";"6";"moyen";"5";"non";"pas que l'aide de Bruxelles soit dissi- mulée ou cachée. Je rappelle qu'en 1981 a été prise une directive commu- nautaire qui permet d'accélérer le développement agricole grâce à une participation de 560 millions de francs répartis sur cinq ans. Dans les territoires d'outre-mer intervient le F .E .D"
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"552600000";"millions";"552.6 millions";"6";"moyen";"5";"non";"général. De même, le total des autorisations de programme dégagées pour les départements et les territoires d'outre-mer passe de 469,6 millions, inscrits dans la loi de finances initiale pour 1982, à 552,6 millions pour 1983, ce qui représente une crois- sance de 17,68 p . 100. A cet égard, il faut "
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"540000000";"millions";"540.0 millions";"6";"moyen";"5";"non";"s avons dégagé en plus 20 millions (le francs. Si je considère le budget primitif de 1981 de l'ancien gouver- nement et ce qui a été fait en 1982, nous sommes clone passés de 360 millions de francs à 540 millions de francs ! Je vous laisse calculer ce que cela représente en pourcentage. J'espère seu"
"5_cri_1976-1977-ordinaire1_062.txt";"1976";"500000000";"millions";"500.0 millions";"6";"moyen";"2";"oui";"oit s'installer dans ce département et, pour la fin du premier semestre de 1977, la réponse d'un second groupe. Dès que la première réponse aura été obtenue, le Gouverne- nement lancera un emprunt de 500 millions de francs, qui per- mettra la réalisation des équipements pub lics nécessaires, tant su"
"5_cri_1976-1977-ordinaire1_061.txt";"1976";"489000000";"millions";"489.0 millions";"6";"moyen";"2";"oui";"Miquelon et l'île de Mayotte. De ce fait, si le budget du secrétariat d'Etat paraît bénéficier d'un traitement de faveur par rapport aux autres budgets, puis- qu'il s'accroît de 17 p. 100, passant de 489 millions de francs à 576 millions, cet avantage est purement formel. En effet, l'admi- nistratio"
"5_cri_1976-1977-ordinaire1_062.txt";"1976";"482000000";"millions";"482.0 millions";"6";"moyen";"2";"oui";"es- tissements s'est accrue depuis deux ans dans des proportions bien supérieures à l'augmentation de l 'ensemble du budget. En 1974, elle était de 357 millions de francs . En 1975, elle est passée à 482 millions de francs, et elle atteint aujourd'hui 566 mil- lions de francs . L'effort en ce domain"
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"469600000";"millions";"469.6 millions";"6";"moyen";"5";"oui";"at, se situe sensiblement au-dessus de la tendance constatée au budget général. De même, le total des autorisations de programme dégagées pour les départements et les territoires d'outre-mer passe de 469,6 millions, inscrits dans la loi de finances initiale pour 1982, à 552,6 millions pour 1983, ce "
"7_cri_1983-1984-ordinaire1_076.txt";"1983";"450000000";"millions";"450.0 millions";"6";"moyen";"2";"oui";"vestissement pour le développement économique et social. Les crédits de la section s territoires d'outre-mer', proprement dite s'élèvent à un peu plus de 317 millions de francs . C'est donc à près de 450 millions de francs que s'élève le total des crédits affectés aux territoires d'outre-mer et insc"
"7_cri_1983-1984-ordinaire1_076.txt";"1983";"450000000";"millions";"450.0 millions";"6";"moyen";"2";"oui";"ans l'état annexe récapi- tulatif de l'effort budgétaire et financier consacré aux territoires d'outre-mer en 1984, le chiffre atteint est supérieur à 3 203 millions de francs, chiffre à comparer aux 450 millions de francs de cré. its du secrétariat d'Etat consacrés aux terri- toires d'outre-mer Je "
"7_cri_1984-1985-ordinaire1_039.txt";"1984";"450000000";"millions";"450.0 millions";"6";"moyen";"2";"oui";"ion en en répartissant équitablement la charge. Plusieurs intervenants ont également parlé des produits de l 'émission. Le total cumulé des produits excédentaires non uti- lisés à ce jour s'élevait à 450 millions de francs sur lesquels a été, en effet, opéré un prélèvement, destiné au budget général"
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"420000000";"millions";"420.0 millions";"6";"moyen";"5";"oui";"e budgétaire unique il n'y avait que 362 millions de francs. Dans le premier collectif, nous avons fait ajouter 80 millions de francs. Ensuite, dans le budget primitif de 1982, nous som- mes passés à 420 millions de francs, auxquels nous avons' ajouté 100 millions en provenance de 1I .E .D.O.M. De s"
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"407500000";"millions";"407.5 millions";"6";"moyen";"5";"oui";"omme les quelque 89,5 millions de francs inscrits à l'action « services extérieurs dans les territoires d'outre-mer s, qui figurent à la section commune du budget du secrétariat d'Etat, c'est plus de 407,5 millions de francs que le secrétariat d'Etat consacrera aux territoires d'outre-mer. Cette som"
"5_cri_1973-1974-ordinaire1_032.txt";"1973";"407000000";"millions";"407.0 millions";"6";"moyen";"3";"oui";"é de toute étude sérieuse : un document fait apparaître un budget de 380 millions de francs, alors que le fascicule budgétaire sur lequel le Parlement sera appelé à se prononcer indique un chiffre de 407 millions. A l'évidence, même les spécialistes doivent avoir du mal à s'y retrouver. D'autre part"
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"407000000";"millions";"407.0 millions";"6";"moyen";"5";"oui";"s interventions représentait ASSEIIMBLEE NATIONALE — 3' SEANCE DU 5 NOVEMBRE 1982 679b en 1982 cinq fois le montant des crédits consacrés aux terri- toires d'outre-mer par le secrétariat d'Etat. Les 407 millions et demi de francs de crédits consacrés aux territoires d'outre-mer pour 1983 corresponde"
"4_cri_1969-1970-ordinaire1_050.txt";"1969";"400000000";"millions";"400.0 millions";"6";"moyen";"4";"oui";". En résumé, la balance générale des transferts traduit de façon saisissante le caractère assisté des départements d'outre-mer: plus un milliard et demi de francs pour les transferts publics, moins 1.400 millions de francs pour les transferts privés. Il apparaît donc évident à votre rapporteur que l"
"5_cri_1973-1974-ordinaire1_032.txt";"1973";"380000000";"millions";"380.0 millions";"6";"moyen";"3";"oui";"s s'égarer parmi les multiples documents aux titres divers . Il craint bien souvent de s'y perdre. Un exemple illustre la difficulté de toute étude sérieuse : un document fait apparaître un budget de 380 millions de francs, alors que le fascicule budgétaire sur lequel le Parlement sera appelé à se p"
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"362000000";"millions";"362.0 millions";"6";"moyen";"5";"oui";"n de la production et des échanges. En 1981, lorsque je suis arrivé rue Oudinot . j'ai trouvé le budget présenté par M. Raymond Barre et voté par vous. Sur la ligne budgétaire unique il n'y avait que 362 millions de francs. Dans le premier collectif, nous avons fait ajouter 80 millions de francs. En"
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"360000000";"millions";"360.0 millions";"6";"moyen";"5";"oui";"nisme et du logement, nous avons dégagé en plus 20 millions (le francs. Si je considère le budget primitif de 1981 de l'ancien gouver- nement et ce qui a été fait en 1982, nous sommes clone passés de 360 millions de francs à 540 millions de francs ! Je vous laisse calculer ce que cela représente en "
"5_cri_1976-1977-ordinaire1_062.txt";"1976";"357000000";"millions";"357.0 millions";"6";"moyen";"2";"oui";"accordée par les ministères techniques pour les inves- tissements s'est accrue depuis deux ans dans des proportions bien supérieures à l'augmentation de l 'ensemble du budget. En 1974, elle était de 357 millions de francs . En 1975, elle est passée à 482 millions de francs, et elle atteint aujourd'h"
"5_cri_1976-1977-ordinaire1_062.txt";"1976";"339000000";"millions";"339.0 millions";"6";"moyen";"2";"oui";"seau routier et à approfondir le chenal d'accès au port de Degrad des Cannes . Certains investissements indispensables ont d'ores et déjà été réalisés. Au titre des actions prioritaires nationales, 1 339 millions de francs seront consacrés à l'accélération du développement économique des département"
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"318000000";"millions";"318.0 millions";"6";"moyen";"5";"oui";"s chers collègues, les crédits inscrits à la section territoires d'outre-mer du projet de budget pour 1983 du secrétariat d'Etat aux départements et territoires d'outre-mer s'élèvent à un peu plus de 318 millions de francs. Si l'on ajoute à cette somme les quelque 89,5 millions de francs inscrits à "
"7_cri_1983-1984-ordinaire1_076.txt";"1983";"317000000";"millions";"317.0 millions";"6";"moyen";"2";"oui";":, au titre du F. I . D. E . S., le fonds d'investissement pour le développement économique et social. Les crédits de la section s territoires d'outre-mer', proprement dite s'élèvent à un peu plus de 317 millions de francs . C'est donc à près de 450 millions de francs que s'élève le total des crédit"
"4_cri_1970-1971-ordinaire1_023.txt";"1970";"316000000";"millions";"316.0 millions";"6";"moyen";"4";"oui";"francs, ce qui représente plus de trois fois le montant du budget du ministère des départements d'outre-mer et que les crédits qui seront engagés par le ministère des affaires sociales s'élèveront à 316 millions, chiffre supérieur au total des crédits figurant dans le présent fascicule budgétaire. C"
"4_cri_1970-1971-ordinaire1_023.txt";"1970";"307000000";"millions";"307.0 millions";"6";"moyen";"4";"oui";"e sous-entend seule- ment que le moment sera venu, l'an prochain, d'infléchir notre politique par quelques initiatives décisives. Le montant total des crédits passe d'environ 290 millions de francs à 307 millions, soit une augmentation de d p . 100, infé- rieure à celle du budget général. Mais avant"
