fichier;annee;pourcentage;contexte
4_cri_1969-1970-ordinaire1_050.txt;1969;2.84;dictoires qui se bloquent les uns les autres et qui empêchent le développement s? c Contradiction, certes. que de prôner dans le même temps la productivité et le plein emploi avec des hauts salaires, pour une population qui s'accroit chaque année de 2,84 p. 100, après avoir atteint le taux record de 3,48 p . 100, avec un taux de natalité de 3,7 p. 100. c Contradiction, certes, que de vouloir dynamiser une éco- nomie, quand la population compte un actif pour cinq habitants. c Contradiction, certe
4_cri_1969-1970-ordinaire1_050.txt;1969;3.7;tion, certes. que de prôner dans le même temps la productivité et le plein emploi avec des hauts salaires, pour une population qui s'accroit chaque année de 2,84 p. 100, après avoir atteint le taux record de 3,48 p . 100, avec un taux de natalité de 3,7 p. 100. c Contradiction, certes, que de vouloir dynamiser une éco- nomie, quand la population compte un actif pour cinq habitants. c Contradiction, certes, que de prétendre élever le niveau de vie d'une population pour laquelle le montant des tra
4_cri_1969-1970-ordinaire1_050.txt;1969;8.3;blique .) M. le président. La parole est à M . Cerneau. M . Marcel Cerneau . Monsieur le ministre, comme vous venez de le reconnaître, aux deux chapitres du titre VI de ce budget intitulés e Subvention au F. I. D. O. M . s, une diminution globale de 8,3 p. 100 des dotations est constatée par rapport à celles de 1969. Politique d'austérité, soit . Mais comment expliquer, monsieur le ministre, la pénalisation qui semble avoir été appliquée à la Réunion, puisque la part attribuée à ce département a
4_cri_1969-1970-ordinaire1_050.txt;1969;17.7;fient un abaissement de l'âge de la retraite. Je citerai quelques chiffres extraits d'études démogra- phiques relatives à la Réunion et je les comparerai à ceux de la métropole. Il résulte d'une enquête très précise de 1'I . N. S. E. E. qu 'en 1968, 17,7 p. 100 des Français résidant en métropole avaient plus de soixante ans et 12,4 p. 100 plus de soixante-cinq ans. La même année, les pourcentages établis pour la Réunion, par le même organisme, étaient respectivement les suivants : 5,5 p. 100 pou
4_cri_1969-1970-ordinaire1_050.txt;1969;12.4;aits d'études démogra- phiques relatives à la Réunion et je les comparerai à ceux de la métropole. Il résulte d'une enquête très précise de 1'I . N. S. E. E. qu 'en 1968, 17,7 p. 100 des Français résidant en métropole avaient plus de soixante ans et 12,4 p. 100 plus de soixante-cinq ans. La même année, les pourcentages établis pour la Réunion, par le même organisme, étaient respectivement les suivants : 5,5 p. 100 pour les gens âgés de plus de soixante ans et 3,6 p. 100 pour ceux qui avaient plu
4_cri_1969-1970-ordinaire1_050.txt;1969;5.5;qu 'en 1968, 17,7 p. 100 des Français résidant en métropole avaient plus de soixante ans et 12,4 p. 100 plus de soixante-cinq ans. La même année, les pourcentages établis pour la Réunion, par le même organisme, étaient respectivement les suivants : 5,5 p. 100 pour les gens âgés de plus de soixante ans et 3,6 p. 100 pour ceux qui avaient plus de soixante-cinq ans. Je n'ignore pas qu'une comparaison est difficile et que ces chiffres doivent être utilisés avec précaution, voire corrigés, compte te
4_cri_1969-1970-ordinaire1_050.txt;1969;3.6;ole avaient plus de soixante ans et 12,4 p. 100 plus de soixante-cinq ans. La même année, les pourcentages établis pour la Réunion, par le même organisme, étaient respectivement les suivants : 5,5 p. 100 pour les gens âgés de plus de soixante ans et 3,6 p. 100 pour ceux qui avaient plus de soixante-cinq ans. Je n'ignore pas qu'une comparaison est difficile et que ces chiffres doivent être utilisés avec précaution, voire corrigés, compte tenu de la très forte proportion de jeunes dans les départe
4_cri_1969-1970-ordinaire1_050.txt;1969;0.80;t-iI pas là d'une erreur que nous pourrions éventuelle- • ment rectifier T Je vous demande d'être attentif à ce détail. En effet, au lieu d'arrondir le taux normal au chiffre inférieur, .en 'Per arrondi au' chiffre supérieur puisqu'il est passé de . 0,80 p. 100 `à10 p, 100. Nous avons' parlé . du tourisme également et je remercie, comme l'on fait mes collègues, le rapporteur de la commission des finances, d'avoir mis l'accent sur ce problème particulier à nos départements d'outre-mer, car le tou
4_cri_1969-1970-ordinaire1_050.txt;1969;40;ces départements et les touristes . Ce groupe de travail a déjà proposé et obtenu la création de deux sortes - de tarifs sur les Antilles et la Réunion qui, moyennant 'certaines contraintes, permettent aux résidants et aux touristes de bénéficier de 40 p. 100 de réduction par rapport au tarif économique. Je continuerai évidemment à faire porter mon effort sur un abaissement des tarifs aériens car, avec l'augmentation du nombre des charters, cela représente incontes- tablement une des conditions
4_cri_1969-1970-ordinaire1_050.txt;1969;8;difié par l'O. N. I. C., avec des marges imposées. Le financement des stocks de céréales est assuré par les sociétés de caution mutuelle, l'aval de l'O. N. I. C., les banques, par des effets réescomptables sur la Banque de France, aux taux actuel de 8 p. 100. Les majorations mensuelles sur les céréales sont établies pour rentabiliser les frais de stockage, de conservation et de financement des stocks des organismes stockeurs . Or, ces majorations sont statiques depuis plus de 2 ans, alors que le
4_cri_1970-1971-ordinaire1_023.txt;1970;10;ent de prendre les mesures de justice qui s'imposent envers ceux qui ont tout sacrifié quand il s'est agi de défendre le pays, notamment le rétablissement de la retraite du combattant à cinquante ans et sa revalorisation sur la base d'une pension de 10 p. 100, le réajustement des pensions de 10 à 95 p. 100 et des pensions des veuves, ascendants et orphelins, l'application loyale du rapport constant et la suppression de toutes les forclusions, la reconnaissance du droit à réparation pour les pris
4_cri_1970-1971-ordinaire1_023.txt;1970;95;sent envers ceux qui ont tout sacrifié quand il s'est agi de défendre le pays, notamment le rétablissement de la retraite du combattant à cinquante ans et sa revalorisation sur la base d'une pension de 10 p. 100, le réajustement des pensions de 10 à 95 p. 100 et des pensions des veuves, ascendants et orphelins, l'application loyale du rapport constant et la suppression de toutes les forclusions, la reconnaissance du droit à réparation pour les prisonniers de guerre 1914-1918. Cette motion est da
4_cri_1970-1971-ordinaire1_023.txt;1970;97.6;e. J'ai répondu par avance à M . Gilbert Faure. Je lui confirme ma réponse . Mais, avant que l'Assemblée ne procède à ce vote, j'appelle son attention sur son importance. Supprimer le titre IV, c 'est retirer de mon budget 6.938.213.021 francs, soit 97,6 p. 100 de son montant . Bref, si vous suiviez M. Gilbert Faure — et ce ne serait pas un vote indicatif — le ministre des anciens combattants ne pourrait pas demain payer les pensions. Ceux qui, par conséquent, voteront cet amendement suppri- mer
4_cri_1970-1971-ordinaire1_023.txt;1970;55;ment due aux transferts de fonds en provenance de la métropole. L'analyse des comptes économiques des départements d'outre- mer montre en effet que les secteurs primaire et secondaire représentent environ 30 p . 100 du produit intérieur brut, contre 55 p. 100 dans la métropole. Corrélativement, le secteur tertiaire occupe une place prépon- dérante, puisque le commerce et les services, l'enseignement, la santé et l'administration représentent environ 70 p. 100 du produit intérieur brut, contre 45
4_cri_1970-1971-ordinaire1_023.txt;1970;70;30 p . 100 du produit intérieur brut, contre 55 p. 100 dans la métropole. Corrélativement, le secteur tertiaire occupe une place prépon- dérante, puisque le commerce et les services, l'enseignement, la santé et l'administration représentent environ 70 p. 100 du produit intérieur brut, contre 45 p . 100 en métropole. L'examen de la structure des dépenses publiques confirme ces observations, puisque l'agriculture et l'industrie n'absorbent que 12 p. 100 environ des crédits, le reste étant consacr
4_cri_1970-1971-ordinaire1_023.txt;1970;12;t, la santé et l'administration représentent environ 70 p. 100 du produit intérieur brut, contre 45 p . 100 en métropole. L'examen de la structure des dépenses publiques confirme ces observations, puisque l'agriculture et l'industrie n'absorbent que 12 p. 100 environ des crédits, le reste étant consacré à l'administration, à la santé, aux infrasturctures, au logement et à l'enseignement. Enfin, l'évolution des échanges commerciaux montre que, de 1966 à 1969, la couverture des importations par le
4_cri_1970-1971-ordinaire1_023.txt;1970;12;"es ont augmenté de 8,7 p . 100 alors que dans les dépar- tements d'outre-mer ces mêmes masses budgétaires n'ont aug- menté que de 6 p . 100. Je constate 'galement que les dépenses civiles d'équipement au plan national ont augmenté de 10 p . 100 — de 12 p. 100 si l'on ajoute le financement complémentaire des emprunts — alors qu'elles n'ont augmenté chez nous que de 7 p . 100 ; et je ne parle pas des emprunts puisque les enveloppes budgétaires mises à la disposition des organismes préteurs sont en"
4_cri_1970-1971-ordinaire1_023.txt;1970;45;ppartient au secteur privé ou au secteur public. C'est la comparaison entre le régime des fonctionnaires et celui des salariés. On me dira qu'il y a une compensation nationale des charges avec la métropole . Mais jusqu'à présent le taux n'est que de 45 p. 100 et nous attendons depuis sept ans cette parité globale qui n'est pas encore atteinte. Chez les travailleurs indépendants, l'extension du régime d'as- surance vieillesse obligatoire a provoqué quelques phénomènes de rejet. Pourquoi ? D'abord
4_cri_1970-1971-ordinaire1_023.txt;1970;25;chef, le tourisme et les industries alimentaires . Mais pour favoriser le tourisme, comme vient de le faire remarquer M. de Rocca-Serra . il faut d'abord peeer sur les prix des tarifs aériens et maritimes . Or le fret maritime a augmenté en un an de 25 p. 100. C'est inima- ginable. Dans le méme temps où l'on prêche la lutte contre l'inflation et où l'on insiste sur la nécessité de freiner l'élévation du coût de la vie on laisse monter le prix du fret chez nous. Au niveau des infrastructures à me
4_cri_1970-1971-ordinaire1_023.txt;1970;30.7;s nouvelles ». Telles sont les données budgétaires. Or quelle est la situation économique des trois départements insulaires? Les secteurs primaire et secondaire — agriculture, bâtiment, travaux publics et industrie — ne représentent plus en 1968 que 30,7 p. 100 du total, contre 33 p. 100 en 1965. Encore, dans le secteur secondaire, le bâtiment et les travaux publics représentent-ils le double de l'industrie . D'autre part l'hôtellerie, non encore individualisée dans les comptes et com- prise dan
4_cri_1970-1971-ordinaire1_023.txt;1970;33;s données budgétaires. Or quelle est la situation économique des trois départements insulaires? Les secteurs primaire et secondaire — agriculture, bâtiment, travaux publics et industrie — ne représentent plus en 1968 que 30,7 p. 100 du total, contre 33 p. 100 en 1965. Encore, dans le secteur secondaire, le bâtiment et les travaux publics représentent-ils le double de l'industrie . D'autre part l'hôtellerie, non encore individualisée dans les comptes et com- prise dans les services, représente, d
4_cri_1970-1971-ordinaire1_023.txt;1970;38;cs métropolitains . .. Comme ils ne trouvent, d'autre part, que des contreparties limitées dans la production, ils sont à l'origine de fortes importations et du commerce qui leur est lié. » De ce fait, le taux de couverture des échanges est passé de 38 p. 100 en 1966 à 28 p. 100 en 1929. L 'évolution des différents secteurs productifs des départe- ments d'outre-mer ne laisse pas de préoccuper. En ce qui concerne l'agriculture, la Réunion est en meilleure posture que les départements antillais —
4_cri_1970-1971-ordinaire1_023.txt;1970;28;.. Comme ils ne trouvent, d'autre part, que des contreparties limitées dans la production, ils sont à l'origine de fortes importations et du commerce qui leur est lié. » De ce fait, le taux de couverture des échanges est passé de 38 p. 100 en 1966 à 28 p. 100 en 1929. L 'évolution des différents secteurs productifs des départe- ments d'outre-mer ne laisse pas de préoccuper. En ce qui concerne l'agriculture, la Réunion est en meilleure posture que les départements antillais — M. Fontaine l'a d'ai
4_cri_1970-1971-ordinaire1_023.txt;1970;35;es se sont élevées en 1969 à 9.800 tonnes contre 9.100 tonnes en 1965. Il s'en faut de beaucoup, cependant, que cette production ait profité de tous les débouchés offerts par la métropole. Les ananas frais importés de Ms rtinique ne représentent que 35 p. 100 du marché, alors que la part de la consommation intérieure qui leur est réservée est de 42,5 p. 100. La Marti- nique n'a pas non plus atteint son quota de 42 p. 100 du marché pour les conserves, puisque sa part est de 38 p. 100, alors qu'el
4_cri_1970-1971-ordinaire1_023.txt;1970;42.5;ependant, que cette production ait profité de tous les débouchés offerts par la métropole. Les ananas frais importés de Ms rtinique ne représentent que 35 p. 100 du marché, alors que la part de la consommation intérieure qui leur est réservée est de 42,5 p. 100. La Marti- nique n'a pas non plus atteint son quota de 42 p. 100 du marché pour les conserves, puisque sa part est de 38 p. 100, alors qu'elle atteignait 42 p. 100 en 1965. Les stocks de conserves se montaient, à la fin de 1969, à 11.000
4_cri_1970-1971-ordinaire1_023.txt;1970;42;ferts par la métropole. Les ananas frais importés de Ms rtinique ne représentent que 35 p. 100 du marché, alors que la part de la consommation intérieure qui leur est réservée est de 42,5 p. 100. La Marti- nique n'a pas non plus atteint son quota de 42 p. 100 du marché pour les conserves, puisque sa part est de 38 p. 100, alors qu'elle atteignait 42 p. 100 en 1965. Les stocks de conserves se montaient, à la fin de 1969, à 11.000 tonnes. La cause de cette situation doit être trouvée dans les prix
4_cri_1970-1971-ordinaire1_023.txt;1970;38;e ne représentent que 35 p. 100 du marché, alors que la part de la consommation intérieure qui leur est réservée est de 42,5 p. 100. La Marti- nique n'a pas non plus atteint son quota de 42 p. 100 du marché pour les conserves, puisque sa part est de 38 p. 100, alors qu'elle atteignait 42 p. 100 en 1965. Les stocks de conserves se montaient, à la fin de 1969, à 11.000 tonnes. La cause de cette situation doit être trouvée dans les prix, trop élevés par rapport à ceux de la Côte-d'Ivoire, et par le
4_cri_1970-1971-ordinaire1_023.txt;1970;42;arché, alors que la part de la consommation intérieure qui leur est réservée est de 42,5 p. 100. La Marti- nique n'a pas non plus atteint son quota de 42 p. 100 du marché pour les conserves, puisque sa part est de 38 p. 100, alors qu'elle atteignait 42 p. 100 en 1965. Les stocks de conserves se montaient, à la fin de 1969, à 11.000 tonnes. La cause de cette situation doit être trouvée dans les prix, trop élevés par rapport à ceux de la Côte-d'Ivoire, et par le conditionnement, médiocre, malgré d
4_cri_1970-1971-ordinaire1_023.txt;1970;0.9;nvestissements accomplis depuis dix ans — de 1961 à 1969, 1 .555 chambres nouvelles ont été mises en service — la part du tourisme antil- lais dans l'ensemble du tourisme aux Caraïbes, avec 9 .000 tou- ristes en 1961 et 42.000 en 1969, est passée de 0,9 p. 100 à 1,4 p. 100. Le coefficient de remplissage des hôtels reste faible en moyenne — autour de 50 p . 100 aux Antilles — et les prix sont très élevés malgré les services offerts qui sont peu comparables à ceux des hôtels des Antilles anglaises
4_cri_1970-1971-ordinaire1_023.txt;1970;1.4;s accomplis depuis dix ans — de 1961 à 1969, 1 .555 chambres nouvelles ont été mises en service — la part du tourisme antil- lais dans l'ensemble du tourisme aux Caraïbes, avec 9 .000 tou- ristes en 1961 et 42.000 en 1969, est passée de 0,9 p. 100 à 1,4 p. 100. Le coefficient de remplissage des hôtels reste faible en moyenne — autour de 50 p . 100 aux Antilles — et les prix sont très élevés malgré les services offerts qui sont peu comparables à ceux des hôtels des Antilles anglaises ou américain
4_cri_1970-1971-ordinaire1_023.txt;1970;54;pas d'âge actif, les actifs pouvant être évalués à moins de 20 .000. Cet exode a-t-il permis une amélioration du marché de l'emploi ? L'I. N. S. E. E. a effectué une enquête portant sur la situation de l'emploi à La Réunion en 1967 et 1969 . Environ 54 p. 100 des personnes d'âge actif n'avaient pas d'emploi au moment où ont eu lieu ces enquêtes . Autrement dit, sur 215.000 personnes d'âge actif — de quinze à cinquante-neuf ans — 87 .000 ont un emploi régulier, 51.000 ont un emploi irrégulier et
4_cri_1970-1971-ordinaire1_023.txt;1970;39.6;aracioxale. La hausse du niveau de vie qui se décèle dans la composition des importations n'a pas empêché lorsqu'on examine le mode de financement des dépenses publi- ques dans les départements d'outre-mer que celles-ci ne soient plus financées qu'à 39,6 p. 100 par les ressources locales en 1969 contre 46,6 p. 100 en 1965. L'évolution économique qui se des- sine permet de penser que les distorsions aberrantes vont s'am- plifier. Ne voit-on pas l'épargne locale antillaise s'orienter vers la const
4_cri_1970-1971-ordinaire1_023.txt;1970;46.6;ans la composition des importations n'a pas empêché lorsqu'on examine le mode de financement des dépenses publi- ques dans les départements d'outre-mer que celles-ci ne soient plus financées qu'à 39,6 p. 100 par les ressources locales en 1969 contre 46,6 p. 100 en 1965. L'évolution économique qui se des- sine permet de penser que les distorsions aberrantes vont s'am- plifier. Ne voit-on pas l'épargne locale antillaise s'orienter vers la construction de supermarchés au détriment de l'agriculture
4_cri_1970-1971-ordinaire1_023.txt;1970;37;"loppement . Certes, la politique menée jusqu'à présent a permis d'élever rapidement, quoique peut-être arti- ficiellement, le niveau de vie . Mais le problème de l'emploi demeure essentiel. En quinze ans, la population de la Guadeloupe a augmenté de 37 p. 100, celle de la Martinique de 34 p. 100, celle de la Réunion de 52 p . 100. L'aggravation du phénomène de sur• population entraine évidemment des conséquences importantes dans le domaine de l'emploi. Le V"" Plan avait estimé à 69 .000 le nombre"
4_cri_1970-1971-ordinaire1_023.txt;1970;34;"e jusqu'à présent a permis d'élever rapidement, quoique peut-être arti- ficiellement, le niveau de vie . Mais le problème de l'emploi demeure essentiel. En quinze ans, la population de la Guadeloupe a augmenté de 37 p. 100, celle de la Martinique de 34 p. 100, celle de la Réunion de 52 p . 100. L'aggravation du phénomène de sur• population entraine évidemment des conséquences importantes dans le domaine de l'emploi. Le V"" Plan avait estimé à 69 .000 le nombre des emplois nou- veaux pour la pério"
4_cri_1970-1971-ordinaire1_023.txt;1970;2;"suivante a été retenue pour les départements d'outre- mer : Est immédiatement répercuté clans les départements d 'outre- mer t(rtt relèvement métropolitain lié à l 'évolution de l 'indice national des prix à la consommation, lorsque celle-ci dépasse 2 p. 100 ; Comme en métropole, chaque année, le salaire minimum de croissance (le chaque département sera fixé compte tenu de la situation économique locale. par décret en conseil des ministres : En cou rs d'année et à tout montent, un décret en cons"
4_cri_1970-1971-ordinaire1_023.txt;1970;70;ffort de modernisation et d'équipement a été effectué . La densité téléphonique, qui atteindra 5 postes de toute nature pour 100 habitants contre 2,95 en 1966, marque une nette crois- sance. Le taux d'automatisation sera en fin de plan de l'ordre de 70 p. 100. La capacité de production électrique et le réseau de distribution ont été régulièrement adaptés à la demande. Si le taux de scolarisation dans l'enseignement préscolaire reste encore faible à la fin du V' Plan, en revanche ce taux sera com
4_cri_1970-1971-ordinaire1_023.txt;1970;50;68, près de 4.300 hectares avaient été acquis et 2.300 rétrocédés. Dans ces conditions, on peut penser que les objectifs du V' Plan — 3.500 hectares — seront largement réa- lisés, étant entendu que la S. A. F. E. R. a reçu une dotation supérieure de 50 p. 100 aux prévisions . Les S. A. F. E. R. vont ainsi pouvoir appuyer les efforts déjà faits par les institutions existantes, comme la société de développement de la Guade- loupe. Par ailleurs, un texte réglementaire accordant le droit de préempti
4_cri_1970-1971-ordinaire1_023.txt;1970;33;e j'ai pu le constater moi-même . C'est pour- quoi je souhaite développer ses activités, tant aux Antilles et en Guyane qu'à la Réunion. Dès 1971, la réduction de la durée du service national de seize à douze mois permettra d'accueillir annuellement 33 p. 100 de recrues de plus qu'en 1970, étant entendu que les effectifs globaux resteront les mêmes. Une mention particulière doit être faite pour le service militaire adapté dans le dépar- tement de la Réunion, dont les résultats sont très encourag
4_cri_1970-1971-ordinaire1_023.txt;1970;8;"e importante, puisque, si l'on se réfère au fascicule budgétaire qui les récapitule, on peut noter que son montant s'élève, pour les seules dépenses civiles, à 1 .759.718.000 francs, contre 1 .647.104.000 francs en 1970, soit une augmentation de 6 ,,8 p. 100. Un effort tout particulier a été fait dans les secteurs sui- vants : l'équipement et le logement, avec un pourcentage d'accroissement de 17 p. 100 ; la justice, avec un pourcentage d'accroissement de 10 p . 100 ; l'éducation nationale, avec"
4_cri_1970-1971-ordinaire1_023.txt;1970;17;"s civiles, à 1 .759.718.000 francs, contre 1 .647.104.000 francs en 1970, soit une augmentation de 6 ,,8 p. 100. Un effort tout particulier a été fait dans les secteurs sui- vants : l'équipement et le logement, avec un pourcentage d'accroissement de 17 p. 100 ; la justice, avec un pourcentage d'accroissement de 10 p . 100 ; l'éducation nationale, avec un pourcentage d'accroissement de 9,5 p. 100 ; la marine marchande, avec un pourcentage d'accroissement de 7,4 p. 100 ; l'aviation civile, avec un"
4_cri_1970-1971-ordinaire1_023.txt;1970;9.5;"r a été fait dans les secteurs sui- vants : l'équipement et le logement, avec un pourcentage d'accroissement de 17 p. 100 ; la justice, avec un pourcentage d'accroissement de 10 p . 100 ; l'éducation nationale, avec un pourcentage d'accroissement de 9,5 p. 100 ; la marine marchande, avec un pourcentage d'accroissement de 7,4 p. 100 ; l'aviation civile, avec un pourcentage d'accroissement de 6,4 p . 100. J'ajoute que le décret portant création d'une commission de coordination des investissements,"
4_cri_1970-1971-ordinaire1_023.txt;1970;7.4;"avec un pourcentage d'accroissement de 17 p. 100 ; la justice, avec un pourcentage d'accroissement de 10 p . 100 ; l'éducation nationale, avec un pourcentage d'accroissement de 9,5 p. 100 ; la marine marchande, avec un pourcentage d'accroissement de 7,4 p. 100 ; l'aviation civile, avec un pourcentage d'accroissement de 6,4 p . 100. J'ajoute que le décret portant création d'une commission de coordination des investissements, signé par tous les ministres intéressés, sera publié ces jours-ci. Telle"
4_cri_1970-1971-ordinaire1_023.txt;1970;38;aleur des exportations s'ame- nuise à mesure que s'enfle celle des importations . C'est le 4724 ASSEMBLEE NATION ALE — 2' cas pour chaque département pris séparément et pour leur ensemble : le taux de couverture des unes par les autres est tombé de 38 p. 100 en 1966 à 28 p . 100 en 1969. C'est la fameuse dété :••.oration des termes de l'échange qui caractérise l'économie des pays sous-développés et cette situation, mesdames, messieurs, n'est admissible que grâce au statut con stitutionnel qui n
4_cri_1970-1971-ordinaire1_023.txt;1970;60;rtement insulaire, l'urgence de par- venir au plein emploi pour réduire le chômage et assurer le développement économique, enfin, la nécessité d'élever le niveau de vie des populations en vue de combler le retard pris sur la métropole. Présentement, 60 p. 100 de la population a moins de vingt ans. A partir de 1970 et au cours des dix années suivantes, de 11.000 à 13.000 garçons et filles atteindront, chaque année, l'àge de dix-huit ans. La conclusion s'impose d'elle-même : le marché réunionais d
4_cri_1970-1971-ordinaire1_023.txt;1970;20;l'ouragan tropical qui a dévasté une partie de la Martinique en août dernier. A ce sujet, la presse nous a annoncé la décision du Gouver- nement d'accorder réparation jusqu'à 10 p . 100 pour les dégâts subis par les collectivités locales et jusqu'à 20 p. 100 pour ceux qui ont été subis par les particuliers. Tant qu'il ne s'agit que de charité, on ne peut réclamer . C'est, comme on dit, à la générosité du donateur . Mais, face à la situation créée à là Martinique par l'ouragan Dorothée, il s'en
4_cri_1970-1971-ordinaire1_023.txt;1970;20;use, en bordure d'une rivière, sans qu'aucune mesure ait été prévue pour assurer leur sécurité? A ces pauvres gens, qui ont tout perdu et qui, au cours d'une nuit dantesque, ont bien failli perdre la vie, n'estimez-vous pas dérisoire de n'offrir que 20 p. 100 de dédommagement ? Ces gens-là ont droit à réparation, une réparation qui, en toute équité, ne peut qu'être intégrale. Et je dirai qu'à l'autre bout de l'échelle, et pour d'autres raisons, le cas des négociants du centre de Fort-de-France e
4_cri_1970-1971-ordinaire1_023.txt;1970;6;épublique.) M. le président. La parole est à M . Ilélène. M. Léopold Hélène. Mesdames, messieurs, l'analyse du fasci- cule budgétaire montre que le montant total des crédits passe de 290.503.088 francs à 306 .940.877 francs, soit une augmentation de 6 p. 100, inférieure à l'accroissement des crédits du budget général qui atteint 8,74 p . 100. Aussi m'associerai-je pleinement aux réflexions des rappor- teurs quant aux conséquences de ce budget sur l'évolution économique et sociale des département
4_cri_1970-1971-ordinaire1_023.txt;1970;6;Le projet de loi de finances pour 1971 fournit une nouvelle illustration de la continuité de la politique appliquée dans les départements d'outre-mer par les gouvernements successifs. D'abord, l'augmentation du total des crédits prévus n'est que de 6 p. 100. Ce budget ne laisse entrevoir aucune modification dans la politique du Gouvernement. Bien au contraire, il révèle un renforcement des effectifs de police nationale et une réorga- nisation du S . M. A., service qui a déjà bénéficié des créat
4_cri_1970-1971-ordinaire1_023.txt;1970;28;ures et à améliorer la production légumière, afin de freiner quelque peu les importations de produits alimentaires. A ce sujet, je souligne que le taux de cou verture des impor- tations par les exportations, ne cesse de diminuer et a atteint en 1969 28 p. 100. Par ailleurs, les moyens de crédit mis à la disposition de la caisse régionale de crédit agricole ne permettent pas de modifier sensiblement les structures existantes. Il en est de même des collectivités locales qui n'arrivent pas à parfai
4_cri_1970-1971-ordinaire1_023.txt;1970;10;e n'a pas donné les résultats escomptés, puisque le montant des cotisations effectivement perçues par les organismes chargés des différents régimes — artisans industriels, commerçants et membres des professions libérales — n'a atteint en moyenne que 10 p. 100 des prévisions. Une telle situation remet donc en cause fondamentalement la réforme et deux formules sont offertes au Gouvernement. La première consiste à revenir en arrière en faisant du régime obligatoire un régime facultatif, laissant en
4_cri_1970-1971-ordinaire1_023.txt;1970;45;sés. M. Jean Fontaine, rapporteur pour avis. Très bien ! M. le ministre délégué auprès du Premier ministre, chargé des départements et territoires d'outre-mer . En outre, le montant des ressources du fends d 'action sanitaire et sociale étant fixé à 45 p. 100 du montant des prestations, le relèvement envisagé des allocations familiales aura pour effet d'augmenter égale- ment de 4,50 p . 100 son volume. Le problème de l'actualisation de la parité globale est un aspect de la politique sociale auqu
4_cri_1970-1971-ordinaire1_023.txt;1970;10;ous nous avez entretenus du cyclone c Dorothée ». Je vous comprends, ô combien ! Le Gouvernement a fait un effort exceptionnel en faveur du département de la Martinique . En effet, en règle générale, les aides accordées en métropole ne dépassent pas 10 p. 100 du montant des dommages privés et aucune aide n'est apportée pour la réparation des biens publics. En ce qui concerne la tempête s Dorothée », l'effort financier que le Gouvernement a décidé représente 20 p . 100 du montant des dommages pri
4_cri_1970-1971-ordinaire1_023.txt;1970;10;s privés et aucune aide n'est apportée pour la réparation des biens publics. En ce qui concerne la tempête s Dorothée », l'effort financier que le Gouvernement a décidé représente 20 p . 100 du montant des dommages privés, soit 26.150.000 francs, et 10 p. 100 du montant des dommages subis par les collectivités locales, soit 3.924.000 francs. En outre 1 .170.000 francs sont alloués pour les secours d'urgence et les premiers travaux destinés au rétablis- sement de conditions de vie normales . De p
4_cri_1970-1971-ordinaire1_023.txt;1970;20;"l'industrie sucrière connaît aux Antilles une crise assez sérieuse. J'ai donné, dans mon rapport écrit, le détail des résultats des campagnes sucrières de 1965 à 1969 . En bref, à la Guade- loupe, la production de sucre brut a baissé en cinq ans de 20 p. 100 et les exportations de près de 30 p . 100 ; à la Martinique, la baisse a été de près de 50 p. 100 pour le sucre brut et de près de 60 p. 100 pour les exportations. Le Gouvernement, devant cette situation, a lancé un plan de restructuration"
4_cri_1970-1971-ordinaire1_023.txt;1970;50;"écrit, le détail des résultats des campagnes sucrières de 1965 à 1969 . En bref, à la Guade- loupe, la production de sucre brut a baissé en cinq ans de 20 p. 100 et les exportations de près de 30 p . 100 ; à la Martinique, la baisse a été de près de 50 p. 100 pour le sucre brut et de près de 60 p. 100 pour les exportations. Le Gouvernement, devant cette situation, a lancé un plan de restructuration de l'industrie sucrière antillaise. Ce plan comporte trois volets : premièrement, une aide incita-"
4_cri_1970-1971-ordinaire1_023.txt;1970;60;"s sucrières de 1965 à 1969 . En bref, à la Guade- loupe, la production de sucre brut a baissé en cinq ans de 20 p. 100 et les exportations de près de 30 p . 100 ; à la Martinique, la baisse a été de près de 50 p. 100 pour le sucre brut et de près de 60 p. 100 pour les exportations. Le Gouvernement, devant cette situation, a lancé un plan de restructuration de l'industrie sucrière antillaise. Ce plan comporte trois volets : premièrement, une aide incita- trice à la canne, c'est-à-dire une prime d"
4_cri_1970-1971-ordinaire1_023.txt;1970;9.9;ices, monsieur le ministre, ne dépasse pas un million de francs. Cette politique appelle trois séries de questions. Premièrement, cette politique a-t-elle obtenu des résultats ? En 1969, les rendements ont baissé à la Guadeloupe — 8,4 p . 100 contre 9,9 p. 100 en 1968 — et à la Martinique — 7,5 p. 100 contre 8,5 p . 100. La diminution de l'aide à la canne signifie-t-elle que les résultats obtenus sont suffisants ? Pourtant la production n'a pas augmenté . Ne risque-t-on pas, dès lors, de rendre
4_cri_1970-1971-ordinaire1_023.txt;1970;7.5;un million de francs. Cette politique appelle trois séries de questions. Premièrement, cette politique a-t-elle obtenu des résultats ? En 1969, les rendements ont baissé à la Guadeloupe — 8,4 p . 100 contre 9,9 p. 100 en 1968 — et à la Martinique — 7,5 p. 100 contre 8,5 p . 100. La diminution de l'aide à la canne signifie-t-elle que les résultats obtenus sont suffisants ? Pourtant la production n'a pas augmenté . Ne risque-t-on pas, dès lors, de rendre définitif le soutien aux usines ? Deuxième
