"fichier";"annee";"valeur";"score";"confiance";"contexte"
"5_cri_1977-1978-ordinaire1_035.txt";"1977";"5100000.0";"6";"moyen";"davantage en 1978. En effet, le premier budget de ce département, arrêté d'office par décision ministérielle du 13 mars dernier, accusait un déficit de 21 millions . L'Etat avait prévu, en 1976, une subvention de 5 100 000 francs . La subvention sera doublée en 1978 et portée à 11750000 francs. Comm"
"7_cri_1982-1983-ordinaire1_057.txt";"1982";"1982.0";"10";"strict";"de moyens adéquats lui permettant de remplir ces missions. Je crains, monsieur le secrétaire d'Etat, que l'augment) tien de 8 p. 100 de ses ressources, ce qui revient à recond ire en termes réels ses subventions de 1982, ne facilite pas sa tâche. Je précise d'ailleurs que, dans notre esprit, l'A . N"
