"fichier";"annee";"nature";"valeur";"score";"confiance";"contexte"
"5_cri_1973-1974-ordinaire1_032.txt";"1973";"investissement";"207560000.0";"10";"strict";"cables aux dépenses en capital des services civils (mesures nouvelles). TITRE V. — INVESTISSEMENTS EXÉCUTÉS PAR L ' ETAT e Autorisations de programme : 675.000 francs. a TITRE VI . — SUBVE7 rrlONS D' INVESTISSEMENT ACCORDÉES PAR L 'ETAT e Autorisations de programme : 207.560.000 francs e Crédits de "
"5_cri_1973-1974-ordinaire1_032.txt";"1973";"formation";"1973.0";"7";"proche";"eux préparés à la migra- tion par le Bumidom, lequel a touché 820 personnes. Il y a aussi la formation dans le cadre du service militaire adapté auquel j'ai déjà fait allusion . Pour ce qui est de la formation pro- fessionnelle des adultes, en 1973, 1 .200 ressortissants des dépar- tements d'outre-m"
"5_cri_1973-1974-ordinaire1_088.txt";"1973";"subvention";"1971.0";"4";"moyen";"as considérés comme des salariés et ne sont pas reconnus non plus comme étudiants, situation instable, cause de difficultés importantes, aggravées encore par la récente décision- de leur appliquer l 'aide accordée dans le cadre de la loi du 16 juillet 1971 sur la formation professionnelle continue. "
"5_cri_1973-1974-ordinaire1_088.txt";"1973";"subvention";"1965.0";"4";"moyen";"es organismes de sécurité sociale. Ces instruc- tions, qui réservent l'attribution des pièces dont il s 'agit aux titulaires d'avantages vieillesse et aux ayants droit aux prestations sociales et aux allocations des bureaux d'aide sociale, ont reçu une application constante depuis 1965, année de pre"
"5_cri_1974-1975-ordinaire1_046.txt";"1974";"fonctionnement";"1975.0";"7";"proche";"ois rappeler que les crédits qui figurent au budget ne représentent pas — et de loin — la totalité de tous ceux que l'Etat accordera à ces départements cette année. En ce qui concerne les dépenses de fonctionnement, l'augmen- tation inscrite dans le projet de budget pour 1975 est de 12 p. 100. Elle "
"5_cri_1974-1975-ordinaire1_046.txt";"1974";"investissement";"900000.0";"7";"proche";"otations ministérielles confondues, que les départements d'outre . nier seront mal traités en 1975. Certains ont fait observer que la dotation destinée à la section locale du F. I. D. O. M. — fonds d'investissement des départe- ments d'outre-mer — diminuait de 900 000 francs tandis que celle qui ali"
"5_cri_1974-1975-ordinaire1_046.txt";"1974";"investissement";"1975.0";"8";"proche";"pensable de la départementalisation, et auquel le chef de l'Etat et le Premier ministre sont personnellement très attachés, d'accroître cette année la dotation réservée à la section locale du fonds d'investissement des départements d'outre-nier qui va ainsi passer en 1975 à 45,36 millions de francs,"
"5_cri_1974-1975-ordinaire1_046.txt";"1974";"subvention";"1975.0";"8";"proche";"premier degré soient destinées essentiellement à accroitre le nombre de classes maternelles dont le besoin m'était apparu plus pressant que d'autres au cours de mes voyages dans ces départements. Les subventions du secrétariat d'Etat aux universités permet- tront aussi, en 1975, de poursuivre la réa"
"5_cri_1974-1975-ordinaire1_046.txt";"1974";"formation";"3000.0";"7";"proche";"our recevoir ultérieurement avec profit une véritrble formation professionnelle. La formation professionnelle des adultes, qui est actuellement organisée dans onze centres, représente une capacité de formation de plus de 3 000 stagiaires . Elle permet de déboucher sur des emplois d'ouvriers qualifié"
"5_cri_1974-1975-ordinaire1_046.txt";"1974";"transport";"100000.0";"5";"moyen";"1975 aux quatre départements d'outre-mer seront légèrement supérieures à celles de 1974 . C'est bien la l'essentiel. Parmi les mesures nouvelles, figure une économie de 50000 francs sur les frais de déplacement du corps préfectoral et de 100 000 francs sur ceux des services des préfectures . La comm"
"5_cri_1975-1976-ordinaire1_038.txt";"1975";"logement";"22488.0";"4";"moyen";"si un ou plusieurs enfants sont issus du mariage, ou si le mariage, antérieur ou postérieur à la cessation d 'activité de l 'épouse, a duré au moins quatre années. EDUCATION Elèt es (implantation de foyers de lycéens et collépiens à Paris) 22488. — 13 septembre 1975 — Mme Moreau attire l 'attention "
"5_cri_1975-1976-ordinaire1_057.txt";"1975";"transport";"1974.0";"4";"moyen";"encore la situation. Les voies de l'assimilation passent notamment par la départe. mentalisation économique, telle que l'a définie avec cohérence et lucidité le Président de la République lors de son voyage aux Antilles en 1974. En outre, la mise en place d'un processus accéléré d'assimila- tion au "
"5_cri_1975-1976-ordinaire1_058.txt";"1975";"subvention";"1716.0";"5";"moyen";"bligatoire, ce qui sert à pallier les insuffisances du budget de l'Etat en matière d'équipements sociaux. C'est ainsi qu'en 1973 une famille métropolitaine a reçu en moyenne 5 140 francs au titre des allocations familiales alors qu'une famille antillaise ou réunionkaise a touché 1 716 francs. Sur le"
"5_cri_1975-1976-ordinaire2_035.txt";"1975";"logement";"1975.0";"5";"moyen";"e que je les assortisse de la clause de scepticisme de rigueur quant à leur portée. Mais venons-en aux mesures que vous annoncez . Je suppose que vous n 'avez mentionné que polir mémoire l'allocation logement, car il ne s'agit pas là d'une nouvelle mesure puisqu'elle date de juin 1975 . Elle est don"
"5_cri_1976-1977-ordinaire1_062.txt";"1976";"subvention";"2000.0";"5";"moyen";"qui, auparavant, investissaient leurs capitaux dans des affaires métropolitaines, à développer de petites entreprises locales qui emploient de vingt à trente ouvriers. En deux ans, à ia Martinique, l'aide normale de l'Etat a permis de créer plus de 2 000 emplois dans des entreprises très diverses et"
"5_cri_1976-1977-ordinaire1_062.txt";"1976";"subvention";"1500.0";"3";"large";"cteur clé de l'économie, dont la reprise d'activité contribuerait à rétablir l'équilibre de nos échanges et à résorber en grande partie le chômage dans le monde rural. En attendant, je rappelle que l'aide de 1 500 francs à la plantation, promise au titre de 1975, n'a pas encore été versée aux agricu"
"5_cri_1976-1977-ordinaire1_062.txt";"1976";"transport";"1975.0";"5";"moyen";"ductifs a été considérablement amélioré. Pour favoriser l'industrialisation et, en général, le progrès économique, il fallait aussi améliorer la situation des transports. L'augmentation des tarifs de transport aérien a respecté, dès 1975, le plafond de 10 p. 100. En 1976, les départements d'outre- m"
"5_cri_1976-1977-ordinaire2_024.txt";"1976";"transfert";"30190.0";"5";"moyen";"et se trouve totalement exonérée des cotisations maladie de ce régime. L 'intéressée hospitalisée durant vingt-huit jours en décembre dernier dans un établissement public vient de recevoir un avis de versement des 30190 des frais d'hospitalisation, somme qui représente les deux tiers du montant annu"
"5_cri_1977-1978-ordinaire1_035.txt";"1977";"investissement";"8000.0";"3";"large";"ion de l'habitat, je relève qu'un pro- gramme d'envergure a été établi, qui comporte la création de 9000 parcelles viabilisées, pour permettre à leurs bénéficiaires de construire leur logement, et la construction de 8 000 loge- ments sociaux adaptés aux conditions locales. En outre, une action coord"
"5_cri_1977-1978-ordinaire1_035.txt";"1977";"subvention";"1977.0";"6";"moyen";"VEMBRE 1977 beaucoup de sagesse en axant son effort sur l'assistance technique et éducative, sur le développement de l'agriculture et de l'élevage et sur l'amélioration des moyens de communication. L'aide financière consacrée à cette collectivité en 1977 est substantielle. Elle se monte à 26 million"
