fichier;annee;nombre;unite;contexte
5_cri_1975-1976-ordinaire1_058.txt;1975;50000;habitants;Vivien, il n'y aurait toujours personne à la Réunion, car il faut que vous sachiez qu'avant que ies Français ne s'y rendent, cette ile était inhabitée. Et si l'on appliquait votre politique en Nouvelle-Calédonie elle ne compte- rait actuellement que 50 000 habitants. Or, que je sache, la popu- lation métropolitaine qui s'y est rendue il y a quatre-vingts ans ne s'y trouve pas si mal. (Applaudissements sur les bancs des républicains indépendants, de l'union des démocrates pour la République et de
5_cri_1976-1977-ordinaire1_061.txt;1976;50000;habitants;attendant d'autres solutions. Les trois autres entités territoriales sont toutes trois carac- térisées par l'importance numérique relativement faible de leur population . - Je vous rappelle, mes chers collègues, que la Guyane et Mayotte ont environ 50 000 habitants . Quant aux Saint-Pierrais et à leurs voisins immédiats, leur nombre ne dépasse pas 6 000. Cela appelle évidemment des solutions particulières, spéci- fiques même, à chacune d'entre elles . ASSEMBLEE NATIONALE — SEANCE DU 19 NOVEMBR
6_cri_1979-1980-ordinaire2_067.txt;1979;50000;habitants;inistre de l'environnement et du cadre de vie que, le 17 octo- bre 1979, il y a dore huit mois, il attirait son attention sur les dangers de pollution du bassin du Léguer et les menaces que celle-ci faisait peser sur l'alimentation en eau de plus de 50 000 habitants du Nord-Ouest des Côtes-du-Nord et la nom- breuse population touristique. Cette pollution trouvant son origine dans le mauvais fonctionnement d'une station d'épura- tion, ne pouvait qu'être aggravée par le développement d'un importan
6_cri_1979-1980-ordinaire2_067.txt;1979;50000;personnes;"ions du rapport déposé par 16 janvier 1979. en supprimant l'allocation ces personnes de tout revenu à la fin charge par les Assedic. La loi du 31 décembre ne leur assure plus de couverture sociale d'indemnisation . Celte situation intolérable lement 50 000 personnes . Cinq mille nouveaux mois tombent dans celle daté; prie. Lors tion orale, le Gouvernement a fait savoir d'aide publique de la période prise 1979, cle surcroît, un an après leur atteint déjà officiel- chômeurs d 'une précédente qu'un"
6_cri_1979-1980-ordinaire2_067.txt;1979;50000;habitants;minis- tre de l'environnement et du cadre de vie que le 17 octobre 1979, il y a donc 8 mois, il attirait son attention sur les dangers de pollu- tion du bassin du Léguer et les menaces que celle-ci faisait peser sur l'alimentation en eau de plus de 50 000 habitants du Nord-Ouest des Côtes-du-Nord et la nombreuse population touristique . Cette pollu- tion trouvant son origine dans le mauvais fonctionnement d 'une station d 'épuration, ne pouvait qu 'être aggravée par le développe . ment d'un imp
6_cri_1979-1980-ordinaire2_067.txt;1979;50000;personnes;tout revenu à la fin de la période de prise en charge par les Assedic. La loi du 31 décembre 1979, de surcroit, ne leur assure plus de couverture sociale un an après leur fin d'indemnisation . Cette situation intolérable atteint déjà officiellement 50 000 personnes. 5000 nouveaux chômeurs chaque mois tombent dans cette catégorie. Lors d 'une précédente question orale, le Gouvernement a fait savoir qu 'un groupe de travail avait été constitué . Cette réponse dilatoire ne peut nous satisfaire. En
4_cri_1969-1970-ordinaire1_033.txt;1969;42000;habitants;ourront vous fournir les crédits supplémentaires que vous sollicitez, sont très nette- ment insuffisants. C'est ainsi, par exemple, qu'en Nouvelle-Calédonie, la popula- tion de Nouméa a pratiquement doublé en l'espace de dix ans, passant de 22.000 à 42.000 habitants, cependant que la population du territoire s'accroissait de 45.000 à 65.000 habitants. Or, durant la même période, la circulation automobile à Nouméa a suivi une progression pratiquement analogue à celle de Paris, puisqu'elle a tripl
4_cri_1969-1970-ordinaire1_033.txt;1969;42000;habitants;du territoire s'accroissait de 45.000 à 65.000 habitants. Or, durant la même période, la circulation automobile à Nouméa a suivi une progression pratiquement analogue à celle de Paris, puisqu'elle a triplé. II y a aujourd 'hui 21 .000 véhicules pour 42.000 habitants, ce qui me paraît symptomatique et mérite d'être noté . 21.000 véhicules dans une ville comme Nouméa, cela doit provoquer des encombrements plutôt sérieux à certaines heures de la journée ! Ne serait-ce que pour ce motif, des moyens
4_qst_4-qst-1969-09-27.txt;1969;40000;habitants;"ime pas nécessaire d 'aménager, le long de certains itinéraires, particulièrement en montagne, des voies d 'évitement. 7037. — 12 août 1969 . ' — M. Chazelle très inquiet de la recrudescence de :a délinquance dais la ville du Puy, agglomé- ration de 40.000 habitants, qui s est traduite ces temps derniers par des cambriolages en série, demande à M . le ministre de Pinte- rieur si toutes les mesures de prévention sont prises par ses services ; si, notamment, il prévoit l 'étoffement du corps des e"
5_qst_5-qst-1975-07-19.txt;1975;40000;habitants;Il convient à cet égard de souligner que toutes les communes peuvent, en vertu de la réglementation en vigueur, utiliser la procédure de l'appel d'offres é tant précisé que jusqu 'à l 'intervention du prochain décret, seules les communes de plus de 40 000 habitants ont la possibilité de faire application de la procédure de l'appel d'offres restreint . Il est exact que la procédure du décret, après avis du conseil d'Etat, pour modifier les plafonds dont il s 'agit, est extrêmement lourde . En co
6_cri_1979-1980-ordinaire1_045.txt;1979;40000;personnes;ités de compte qui ont été mises à la disposition du Gou- vernement. Concernant la pêche et l'aquaculture, des mesures doivent être prises pour encourager la fonction de marin-pêcheur, qui fait vivre actuellement dans les Antilles françaises près de 40 000 personnes. D s'agit essentiellement : de permettre la création d'une flotte moderne de pêche artisanale en renforçant toutes les aides, notamment en accroissant les moyens mis à la disposition du Crédit maritime mutuel et en obtenant des pouvo
7_cri_1981-1982-extraordinaire4_014.txt;1981;40000;Réunionnais;ur la France. Vous n'avez pas pu ne pas savoir, malgré l'écrasante chape de plomb idéolôgique qui pèse sur les moyens officiels d'infor- mation du pouvoir ... M. Henri Emmanuelli, secrétaire d'Etat . Vous avez de l'audace ! M. Didier Julia . ... que 40 000 Réunionnais, ce-qui correspondrait à quatre millions de personnes à Paris, ont manifesté contre l'assemblée unique ... M. Wilfrid Bertile. Il y a 54000 chômeurs à la Réunion! M. Didier Julia . . .. et que les élus des Antilles, comme mes collè
4_cri_1968-1969-ordinaire1_050.txt;1968;35000;habitants;uquel est appelée la Guyane française et à prévoir des crédits plus importants pour l'amélioration des centres d'accueil, la création d'activités nouvelles et d'emplois pour tous ceux que tente l'avenir d'un pays grand comme la Belgique et peuplé de 35.000 habitants à peine. C'est avec soulagement, mesdames, messieurs, que nous avons voté la loi libérale du 28 décembre 1967 concernant la régula- tion des naissances, qui met fin aux méfaits de la loi répressive de 1920. Le règlement d'administrat
6_qst_6-qst-1980-08-25.txt;1980;32500;habitants;t des ravines et rivières doit être considéré comme une priorité et des crédits d'Etat doivent être débloqués d 'urgence pour ces réalisations. Il s'en est fallu de peu pour que les eaux de la rivière des Galets en crue envahissent la ville du Port (32 500 habitants), la zone industrielle et la centrale électrique et causent des dégâts encore plus importants aux bassins du Port. Les eaux de la rivière en crue ont emporté plusieurs hectares et dix maisons du village de la rivière des Galets, bris
4_cri_1968-1969-ordinaire1_050.txt;1968;30000;personnes;téressant environ 90.000 personnes, pour laquelle le Bumidom n'intervient pas — et ceux qui y sont venus dans le cadre d'une migration facilitée par le Bumidom, au titre de la promotion sociale . Ce mouvement, est relativement lent, concerne environ 30.000 personnes qui ont demandé et obtenu l'aide du Bumidom . Voici les conclusions de l'enquête : D'abord la migration a permis de réduire de plus d'un quart l'accroissement démographique naturel des départements d'outre- mer. La plus grande partie
5_cri_1973-1974-ordinaire1_014.txt;1973;30000;habitants;"habitants s, les mots : c les communes de moins de 100 .000 habitants s. L'amendement n"" 296 présenté par M . Guillermin est conçu en ces termes : « Au début de l'article 28, substituer aux mots : a de 30.000 à 100 .000 habitants a, les mots : c de 30.000 habitants et plus s. L'amendement n"" 356 présenté par M. Guermeur est libellé comme suit: c Dans le texte de l'article 28. substituer au chiffre : c 30.000 s, le chiffre : s 20.000 s. La parole est à M. Briane pour défendre l'amendement n"" 321"
5_cri_1973-1974-ordinaire1_014.txt;1973;30000;habitants;"endement n"" 356 présenté par M. Guermeur est libellé comme suit: c Dans le texte de l'article 28. substituer au chiffre : c 30.000 s, le chiffre : s 20.000 s. La parole est à M. Briane pour défendre l'amendement n"" 321. M. Jean Briane. Le chiffre de 30.000 habitants est arbitraire. Il convient de laisser suffisamment de souplesse au texte. M. le président. La parole est à M. le rapporteur. M. Charles Bignon, rapporteur. La commission spéciale a repoussé ces trois amendements . Elle a estimé en e"
5_cri_1973-1974-ordinaire1_014.txt;1973;30000;habitants;e autre- fois la plus commerçante est aujourd'hui désertée pour la simple raison qu'elle est en pente et qu'on ne peut pas y stationner. Il y a des problèmes dans toutes les villes, monsieur le ministre, et en particulier dans les villes de moins de 30.000 habitants. M . Maurice Nilès. Il y en a aussi dans les villes de plus de 30.000 habitants, mon cher collègue ! M . Bertrand Denis . Il ne faut pas nier que dans les villes de moyenne importance, des problèmes se posent quelquefois parce que le
5_cri_1973-1974-ordinaire1_014.txt;1973;30000;habitants;qu'elle est en pente et qu'on ne peut pas y stationner. Il y a des problèmes dans toutes les villes, monsieur le ministre, et en particulier dans les villes de moins de 30.000 habitants. M . Maurice Nilès. Il y en a aussi dans les villes de plus de 30.000 habitants, mon cher collègue ! M . Bertrand Denis . Il ne faut pas nier que dans les villes de moyenne importance, des problèmes se posent quelquefois parce que les ressources sont insuffisantes. C'est pour cette raison que j'invite mes collèg
5_cri_1973-1974-ordinaire1_014.txt;1973;30000;habitants;du commerce et de l'artisanat. Ma réponse portera sur l'utilisation des crédits et sur leur volume. Au niveau de l'utilisation des crédits, je fais la remarque suivante : pour toutes les localités de faible importance démogra- phique — au-dessous de 30.000 habitants par exemple, en admet- tant que nous restions dans le cadre de la commune — l'amortissement des prêts sur dix-huit ou vingt ans de la caisse d'aide à l'équipement des collectivités locales se fait dans beaucoup de cas sans différé .
5_cri_1973-1974-ordinaire1_014.txt;1973;30000;habitants;uristiques. Autrement dit, il fallait placer des garde-fous pour éviter que les priorités ne soient accordées à tout le monde. Je suis donc disposé à accepter l'amendement ale M . Briane qui permet d'appliquer ces dispositions aux villes de moins de 30.000 habitants tout en assurant les priorités prévues. Puisque vous venez de poser le problème, monsieur Claudius- Petit, je ne m'opposerais pas à ce que l'article 28 vise également c la commune comprise dans une agglomération de 30 .000 à 100.000
5_cri_1975-1976-ordinaire1_057.txt;1975;30000;personnes;"se rendre en Guyane. Leur nombre excède les possibilités . En effet, le plan gouvernemental pré- 8252 ASSEMBLEE NATIONALE — 1"" SEANCE DU 13 NOVEMBRE 1975 voit . e•alement la création de 10 000 emplois en cinq ans, ce qui suppose la venue d 'environ 30000 personnes. Le nombre des candidats, comme on le voit, dépasse dès maintenant large- ment ce chiffre. M. André.Georges Voisin. Ils n'obtiennent pas de réponse ! M. Olivier Stirn, secrétaire d'Etet. Ils auront une réponse dés que le Gouvernement"
5_cri_1975-1976-ordinaire1_058.txt;1975;30000;personnes;et conditions de vie décentes. Il est tout à fait normal que, dans un département sous-peuplé et qu'on veut enfin développer et révéler à lui-même, on fasse venir de la main-d'oeuvre de métropole, dans des proportions d'ailleurs peu importantes car 30 000 personnes en cinq ans pour un département aussi vaste ce n'est tout de méme pas considé- rable. J'ajoute que si l'on appliquait les principes qui semblent être les vôtres, monsieur Alain Vivien, il n'y aurait toujours personne à la Réunion, ca
5_cri_1976-1977-ordinaire1_062.txt;1976;30000;habitants;décident. Aussi devrai-je me borner à rappeler, pour l'information de ceux qui m'écoutent, que le conseil régional de la Réunion — composé, comme l'on sait, du conseil général en totalité, des parlementaires r . des délégués des communes de plus de 30000 habitants — a adopté, dans sa séance du 29 janvier 1976, à l'unanimité, sans aucune abstention, une motion que lui présentaient ses commissions, à l'effet de refuser d'examiner les propositions du préfet relatives à l'affectation des sommes sus
5_cri_1977-1978-ordinaire1_035.txt;1977;30000;habitants;e faut pas compter sur une amé- lioration pour l'année 1978 . Or l'état de la situation actuelle est un alibi déshonorant, car avoir un poste de police, comme c'est le cas dans ma ville, qui compte huit policiers alors que cette ville groupe plus de 30 000 habitants, est un déni de sécurité et c'est là oû vraiment l'Etat ne prend pas en compte ses obligations . J'ai signalé aussi que cette police man- quait de moyens matériels. Je vous ai parlé des prélèvements communautaires au niveau des denré
6_cri_1979-1980-ordinaire1_113.txt;1979;30000;personnes;'indus- trie du matériel ferroviaire. Je rappelle d'abord que l'industrie ferroviaire française est une industrie fondamentale d'équipements qui conditionne le fonc- tionnement des transports ferroviaires . Elle emploie aujourd'hui en France environ 30 000 personnes regroupées en une soixan- taine d'entreprises réparties sur tout le territoire. Elle représente un quart de l'industrie ferroviaire de l'Europe occidentale et se situe au premier rang dans le monde pour les exportations — 30 p. 100 d
6_cri_1979-1980-ordinaire2_064.txt;1979;30000;habitants;e et indignation que tous les Calé. doniens ont entendu notre collègue Pidjot affirmer du haut de cette tribune, il y a quelques mois : « Le peuple canaque a souffert de 126 ans de colonialisme au cours desquels la population est passée de 200 000 à 30 000 habitants . » M. Pidjot a cru devoir ajouter : « Après s'être relevé de ce génocide, il revendique mainte- nant son droit d'exister en tant que peuple libre . Il reven- dique son indépendance. Ce sont des mensonges outranciers que je veux déno
7_cri_1983-1984-ordinaire1_076.txt;1983;30000;habitants;"ts précédents. Le mois dernier, mon ami Ernest Moutoussamy appelait votre attention, monsieur le secrétaire d'Etat, sur les difficultés auxquelles est confrontée l'usine sucrière de Beauport, seule source d'activité dans une région où vivent plus de 30000 habitants. I; soulignait l'importance primordiale de cette indus- trie et de la culture de la canne à sucre pou r l'économie gua- deloupéenne. En annonçant, en février dernier, le plan de rénovation pour développer ce secteur essentiel de l'éco"
8_cri_1986-1987-ordinaire1_086.txt;1986;28000;habitants;ntoine, mais à Brunoy. Il lui demande de lui confirmer que la décision de ce regroupement à Brunoy (qui aurait pour conséquence de supprimer toute présence des forces de police et de gendar- merie sur l'ensemble du canton d'Epinay-sous-Sénart - soit 28 000 habitants alors même que la ville de Brunoy, 24 000 habitants - disposerait à la fois d'un commissariat de police et de la gendarmerie) n'est pas encore prise. Par ailleurs, il lui demande s'il peut lui assurer que la solution qui sera retenue
8_cri_1986-1987-ordinaire1_086.txt;1986;28000;habitants;ntoine, mais à Brunoy. Il lui demande de lui confirmer que la décision de ce regroupement à Brunoy (qui aurait pour conséquence de supprimer toute pré- sence des forces de police et de gandarmerie sur l'ensemble du canton d'Epinay-sous-Sénart - soit 28000 habitants - alors même que la ville de Brunoy - 24 000 habitants - disposerait à la fois d'un commissariat de police et de la gandarmerie) n'est pas encore prise. Par ailleurs, il lui demande s'il peut lui assurer que la solution qui sera reten
8_cri_1986-1987-ordinaire1_090.txt;1986;28000;habitants;ntoine, mais à Brunoy. II lui demande de lui confirmer que la décision de ce regroupe- ment à Brunoy (qui aurait pour conséquence de supprimer toute présence des forces de police et de gendarmerie sur l'ensemble du canton d'Epinay-sous-Sénart - soit 28 000 habitants - alors même que la ville de Brunoy - 24 000 habitants - disposerait à la fois d 'un commissariat de police et de la gendarmerie) n'est pas encore prise . Par ail- leurs, il lui demande s 'il peut lui assurer que la solution qui sera
4_cri_1968-1969-ordinaire1_050.txt;1968;27111;personnes;tion vers la métropole constitue, jusqu 'à présent, l'un des remèdes à cette situation. De 1.004 migrants en 1962, on est parvenu à 4.532 en 1964, '7.006 en 1965, 7.611 en 1966 et 7.962 en 1967, soit, pour une période de quatre ans, une migration de 27.111 personnes. Si l'on examine attentivement ce tableau des migrations, on constate, non sans intérêt, que le nombre des migrants réunion- nais a tendance à rejoindre celui des antillais, que l'équilibre entre les migrations féminines et masculine
6_cri_1978-1979-ordinaire1_025.txt;1978;27000;personnes;nt être . agréés, concernant avec les membres de famille, approximativement 12600 personnes. 11 est possible d 'envisager, par ailleurs, qu 'en 1979, 14 000 travailleurs étrangers pourraient bénéficier (IL' l'aide au retour (soit, avec !es familles, 27 000 personnes). Hygiène et sécurité du travail (Paris : chantier de RER). 5408. — 12 août 1978. — M. Paul Laurent attire l'attention de M. le ministre du travail et de la participation sur les revendications exprimées par les travailleurs employés
5_cri_1973-1974-ordinaire1_014.txt;1973;25000;habitants;e le niveau démographique, le niveau budgétaire et le niveau de la charge du parc de stationnement qu'elles auront créé. D'autre part, je comprends parfaitement qu'il y ait parfois des besoins en places de stationnement dans le centre d'une ville de 25.000 habitants tout comme dans le centre d'une - elle de 100.000 habitants. Par conséquent je serai amené. en ce qui concerne l'utilisation des crédits, à envisager un assouplissement de l'article en cause, mais en tenant compte cependant des possi
6_cri_1978-1979-ordinaire1_025.txt;1978;25000;travailleurs;end difficilement compte, <. à l'intérieur s, comme ont dit chez nous, c'est que l'Alsace doit affronter la compétition économique redoutable de nos voisins d'outre-Rhin. En fait, si nous ne disposions pas de ce volant régulateur que constituent les 25000 travailleurs frontaliers, la situation éco- nomique et sociale de la région Alsace serait très comparable à celle du Nord ou de la Lorraine pour lesquels, dans un esprit de solidarité, nous souhaitons qu'un effort soit accompli . ASSEMBLEE NAT
7_cri_1984-1985-ordinaire1_080.txt;1984;25000;personnes;nsieur le député, et pour lesquels l'allo- cation d ' insertion n 'est servie qu 'après un délai d 'attente dont le point de départ est l'inscription connue demandeur d 'emploi Ainsi que le note l 'Unedic, ce nombre est très saisonnier et fluctue de 25 000 personnes correspondant au • creux des trois de mai à jaillet, à 130000 . correspondant au • pic s d 'octobre à décembre. ( 'e délai de carence prévu par la réglementation . et qui a toujours existé . n 'est jamais supérieur à six mois. Il est
7_qst_7-qst-1981-10-19.txt;1981;25000;habitants;Octobre 1981 Communes )finances locales). 3759. — 19 octobre 1981 . — M . Jean-Jack Queyranne appelle l'attention de M. le ministre d'Etat, ministre de l'intérieur et de le décentralisation, sur la difficulté que rencontrent les communes de plus de 25000 habitants, les communautés urbaines et les grou- pements de communes qui leur sont attribuées au titre des amendes de police relatives à la circulation routière dans le cadre des arti- cles R.234-29 et R .234-30 du code des communes et qui sont
8_cri_1986-1987-ordinaire1_086.txt;1986;24000;habitants;er que la décision de ce regroupement à Brunoy (qui aurait pour conséquence de supprimer toute présence des forces de police et de gendar- merie sur l'ensemble du canton d'Epinay-sous-Sénart - soit 28 000 habitants alors même que la ville de Brunoy, 24 000 habitants - disposerait à la fois d'un commissariat de police et de la gendarmerie) n'est pas encore prise. Par ailleurs, il lui demande s'il peut lui assurer que la solution qui sera retenue, après concertation avec les élus, sera fondée sur
8_cri_1986-1987-ordinaire1_086.txt;1986;24000;habitants;que la décision de ce regroupement à Brunoy (qui aurait pour conséquence de supprimer toute pré- sence des forces de police et de gandarmerie sur l'ensemble du canton d'Epinay-sous-Sénart - soit 28000 habitants - alors même que la ville de Brunoy - 24 000 habitants - disposerait à la fois d'un commissariat de police et de la gandarmerie) n'est pas encore prise. Par ailleurs, il lui demande s'il peut lui assurer que la solution qui sera retenue après concertation avec les élus, sera fondée sur l
8_cri_1986-1987-ordinaire1_090.txt;1986;24000;habitants;que la décision de ce regroupe- ment à Brunoy (qui aurait pour conséquence de supprimer toute présence des forces de police et de gendarmerie sur l'ensemble du canton d'Epinay-sous-Sénart - soit 28 000 habitants - alors même que la ville de Brunoy - 24 000 habitants - disposerait à la fois d 'un commissariat de police et de la gendarmerie) n'est pas encore prise . Par ail- leurs, il lui demande s 'il peut lui assurer que la solution qui sera retenue après concertation avec les élus sera fondée s
8_cri_1987-1988-ordinaire1_025.txt;1987;22000;habitants;cumulant à une époque sa paye de métropole et celle de Nouvelle-Calédonie : plus d'un million de francs- Pacifique par mois, soit 55 000 francs métropolitains 1 Aujourd'hui, il travaille pour M . Tjibaou en région Nord, région qui compte de 20 000 à 22 000 habitants, et il touche 692 759 francs-Pacifique, soit 38 000 francs métropolitains. M. Le Ravallec est un ami des indépendantistes . Il fait quand même porter sur sa paye les allocations familiales métropolitaines . Qui paie cela ? Le contrib
7_cri_1981-1982-extraordinaire4_014.txt;1981;21000;personnes;ciale et composée de plusieurs groupes ethniques. Malgré ces avantages, la Guyane souffre d'un sous-déve- loppement chronique qui se traduit par l'existence persistante et l'accroissement du chômage . C'est ainsi que, pour une popu- lation active de 21000 personnes, on peut estimer eue le taux de chômage se situe entre 20 et 30 p. 100. La moitié des deman- deurs d'emploi ont moins de vingt-cinq ans et, parmi ces jeunes, près de 50 p . 100 recherchent un premier emploi. veux qui possèdent une qua
4_cri_1969-1970-ordinaire1_050.txt;1969;20000;Réunionnais;s-vacances est passé de 4 en 1968 à 265 en 1968 et s'élèvera certainement cette année à plus , ,de 500: C'est déjà un bon résultat, mais il est trop insuffisant 'si l'dn considéré' que, non compris les étudiants et les résidents temporaires, quelque 20.000 Réunionnais vivent en métropole. Air France doit donc étudier les moyens d'accorder les plus grandes facilités à cette clientèle potentielle. L'aménagement de tarifs aériens permettant à la jeunesse de reprendre contact avec l'île natale contr
4_qst_4-qst-1969-09-27.txt;1969;20000;habitants;rcs, de procéder à une nouvelle tranche de réduction de l 'horaire de travail. INTERIEUR 7134. — M. Lepage expose à M. le ministre de l 'Intérieur qu 'un décret n° 69-567 du 12 juin 1969 vient de porter à 20 .000 francs dans les communes de moins de 20.000 habitants le montant des travaux, services et fournitures qui peuvent être payés sur mémoire ou sur simple facture. Si actuellement les communes peuvent payer des mémoires jusqu'à 20.000 francs, il reste que la limite des marchés de gré à gré,
4_tnominative_1968-1973_tnominative_IO.txt;1968;20000;habitants;"e loi [18 novembre 1972] (p. 5514) ; — des conclusions du rapport sur la pro- position de loi de M. Nungesser tendant à modifier le Code électoral en vue d'insti- tuer une commission de contrôle des opé- rations de vote dans les communes 'de plus de 20.000 habitants : Nécessité de moraliser les élections ; sa proposition de loi devenue un amendement tendant à réprimer l'affi- chage électoral en dehors des emplacements spéciaux réservés à cet effet pendant les campagnes électorales ; sanctions en"
5_cri_1975-1976-ordinaire2_086.txt;1975;20000;personnes;ouhaite continuer à les main- tenir. Ce développement, ainsi que l'a fort justement signalé M. Oeillet, entraîne une augmentation très sensible du nombre de nos ressortissants au Gabon dont l'effectif a quadruplé en quinze ans pour atteindre plus de 20000 personnes . Parallèle- ment, s'est dégagée progressivement une élite de jeunes Gabo- nais, qui tend heureusement à s'accroitre, et aspire, tout natu- rellement, à assumer les fonctions de responsabilité dans tous les secteurs. La France doit en
5_qst_5-qst-1975-07-19.txt;1975;20000;habitants;et à marché de gré à gré. Réponse. — Après l'intervention du décret n° 75-74 du 50 jan- vier 1975 qui a relevé respectivement de 20 000 à 30 000 F et de 30000 à 50000 F les plafonds au-dessous desquels les commuï es de moins de 20 000 et de plus de 20 000 habitants sont autorisées à traiter sur simple facture ou sur mémoire, un prochain décret, actuellement soumis au conseil d'Etat, doit également relever les plafonds au-dessous desquels les communes peuvent passer des marchés de gré à gré sans
4_qst_4-qst-1972-07-29.txt;1972;17000;habitants;"on de la taxe locale sur le chiffre d'affaires . Des calculs effectués, il ressort que la commune d'Avon pourrait elle-même bénéficier de ce mécanisme si un recensement complémentaire faisait effecti- vement apparaître que sa population est passée à 17.000 habitants environ. Il appartient à la municipalité d 'apprécier si, compte tenu des données qu'elle détient sans doute, elle a intérêt à introduire une demande de recensement complémentaire par application du décret n"" 64-255 du 16 mars 1964."
5_cri_1973-1974-ordinaire1_032.txt;1973;17000;personnes;re commission ne se réunisse pas. Je me rallie aussi, comme député appartenant à l'union des démocrates pour la République, à la position prise par notre président de groupe. M. le ministre a parlé avec beaucoup de chaleur du personnel de l'Office — 17.000 personnes pour lesquelles nous avons de l'estime — mais j'aimerais que l'on n'oublie pas les mil- lions d'auditeurs et de téléspectateurs . Ainsi, lorsque nous autorisons la perception de la 'redevance — ligne 101 de l'état B — nous avalisons
4_cri_1972-1973-ordinaire1_045.txt;1972;15600;personnes;chômeurs, ce qui provoquerait à coup sûr de graves désordres. Or il ressort des projections faites pour le VI' Plan que, dans une hypothèse, probablement peu réaliste, de réalisation du Plan à 100 p. 100, loin de diminuer, le chômage augmenterait de 15.600 personnes aux Antilles et de 5 .400 à la Réunion. La situation sera sans doute plus mauvaise encore si tous les espoirs placés dans le Plan ne se concrétisent pas. Or, loin de s'améliorer, le déséquilibre des structures écono- miques de ces dé
4_cri_1970-1971-ordinaire1_023.txt;1970;15000;travailleurs;nt des migrations dans les dépar- tements d'outre-mer, qui est précisément chargé d'organiser les migrations. Dans cette tâche, il a le constant souci de faire appel à tous les organismes capables de l'aider et qui ont permis de former, depuis 1964, 15.000 travailleurs et 5.618 travailleuses. Parallèlement, il s'est employé à combler les principales lacunes qui entraînaient des impossibilités de placement dans certains secteurs de l'emploi . Cela a conduit à trois initiatives. D'abord, étant don
5_cri_1976-1977-ordinaire2_024.txt;1976;15000;habitants;e atteinte grave à la continuité du service public qui crée une gêne sérieuse aux usagers -contraints à de longs déplacements pour effectuer leurs opérations postales. C'est ainsi que les habitants du Bois- l'Abbé, ensemble urbain comprenant près de 15000 habitants, situé loin du centre de Champigny et de Chennevières (Val-de-Marne), et mal desservi par les transports en commun, se sont trouvés pri- vés de poste le 13 avril 1977. Une telle situation est d 'autant moins acceptable qu 'il existe d
7_cri_1982-1983-ordinaire1_057.txt;1982;15000;personnes;este inférieur aux besoins. Nous relevons cependant avec satisfaction que 1A . N. T. a mis en plàce, depuis juin 1982, un système d'aide aux vacances des familles originaires des départements d'outre-mer, qui va permettre le retour au pays d'environ 15 000 personnes disposant de faibles ressources. Enfin, vous me permettrez, monsieur le secrétaire d'Etat, d'exprimer mes préoccupations concernant l'amputation des crédits figurant dans la loi de finances initiale pour 1982, qui ont été réduits de
8_cri_1985-1986-extraordinaire1_015.txt;1985;15000;personnes;répertorié et avec des papiers a — . plutôt en règle. Si mes informations sont exactes, environ 17 mill. personnes franchissent nos frontières chaque a - `e si manière. Si l'on compare cc chiffre au solde nusratouc des années 1984 ou 1985 - environ 15 000 personnes on obtient un rapport de I pour 1 000 . Mais comment savoir qu'un indi- vidu entre dans notre pays en touriste ou pour telle ou telle autre bonne raison, plutôt qu'avec l'intention de rester ensuite sur notre territoire comme clandes
6_cri_1978-1979-ordinaire1_025.txt;1978;14000;travailleurs;permet de penser que d 'ici à la fin de l'année 1978, environ 0 500 dossiers supplémentaires devraient être . agréés, concernant avec les membres de famille, approximativement 12600 personnes. 11 est possible d 'envisager, par ailleurs, qu 'en 1979, 14 000 travailleurs étrangers pourraient bénéficier (IL' l'aide au retour (soit, avec !es familles, 27 000 personnes). Hygiène et sécurité du travail (Paris : chantier de RER). 5408. — 12 août 1978. — M. Paul Laurent attire l'attention de M. le minis
4_qst_4-qst-1972-07-29.txt;1972;13844;habitants;a région parisienne, subissent une perte considérable de recettes qui tient au fait que la répartition en cause est basée sur les résultats du recensement de 1968. Tel est par exemple le cas pour la commune d 'Avon en Seine-et-Marne qui com p ortait 13.844 habitants d iaprés le recensement de 1968 . Cette population doit a,.tucllement comporter plus de 17 .000 habitants car 650 loge- ments qui étaient déjà construits en 1968 mais qui étaient vides sont occupés depuis quelques années . II lui dem
5_cri_1977-1978-ordinaire1_048.txt;1977;13000;habitants;à la Guadeloupe, pour ne citer que ces trois-là, n'ont rien reçu . En revanche, le préfet a mis 30000 francs à la disposition du maire de Saint-François, commune de 6 000 habitants, et 5 000 francs à celle du maire de Saint-Anne, qui compte plus de 13 000 habitants. Ainsi, plus il y a de chô- meurs, moins on reçoit de fonds pour les faire travailler. Il est clair que la répartition des fonds de chômage a lieu de façon discriminatoire, suivant le bon plaisir des préfets. Cependant, même les comm
6_cri_1979-1980-ordinaire2_064.txt;1979;13000;personnes;te, et toute la population du territoire, quelle que soit son origine, en soutfrc chaque jour davantage. J'ai voulu insister sur le problème spécifique de la commu- nauté wallisienne parce qu'il illustre parfaitement la gravité du problème : sur les 13 000 personnes qui la composent, moins de 2 000 occupent aujourd'hui un emploi. Il apparaît donc urgent de prendre les mesures indispensables afin de procurer aux plus défavorisés un emploi leur permettant de vivre et d'élever leur famille . Il y v
