fichier;annee;nombre;unite;contexte
6_cri_1979-1980-ordinaire2_064.txt;1979;150000;habitants;ion et d'assimilation destructrices . Ils refusent tout aussi fermement la solution aléatoire et dangereuse de l'indépendance. 'Dans un inonde âpre et conflictuel, il ne peut y avoir sérieuse- ment d'avenir pour une petite communauté indépendante de 150 000 habitants comme la nôtre. Les Polynésiens, par la voix de leurs élus, ont clairement Opté pour une voie médiane : celle qui fait de notre territoire une collectivité territoriale décentralisée, au sein de l'ensemble français. Le statut d'auto
4_cri_1968-1969-ordinaire1_050.txt;1968;140000;personnes;groupe communiste.) M. Paul Lacavé . Monsieur le président, monsieur le secrétaire d'Etat, mesdames, messieurs, à 7.00d kilomètres de la métropole, la Guadeloupe, avec 315.000 habitants, vit dans un état d'insé- curité qui s'accroît sans cesse. Sur 140.000 personnes aptes au travail, 65 .000 sont occupées toute l'année. Le niveau de vie est généralement bas. Les usines, qui représentaient la principale ressource industrielle de file et qui fabriquaient une quantité assez considérable de sucre,
8_cri_1986-1987-ordinaire1_086.txt;1986;140000;habitants;carré. Je le dis pour nos camarades socialistes ... M. Alain Chénard . Camarades ? Pas pour vous ! M. Jean-Claude Martinet. ... qui s'imaginaient que• la Nouvelle-Calédonie connaissait un problème foncier avec 19 000 ou 20 000 kilomètres carrés pour 140 000 habitants 1 La Guadeloupe, c'est 1 780 kilomètres carrés pour plus de 328 000 habitants ! On . savait, messieurs, que vous ne saviez pas grand-chose 1 Mais de là à ne même pas être capable de compter les habitants . .. (Exclamations sur les b
7_cri_1983-1984-ordinaire2_008.txt;1983;135000;Réunionnais;me, dont on constate la montée actuellement touchent non seule- ment les travailleurs immigrés de nationalité étrangère mais parfois même des Français originaires des départements d'outre- mer. Aussi une des priorités absolues est de permettre à ces 135 000 Réunionnais de pouvoir s'insérer dam la communauté hexagonale sans difficultés majeures. L'objectif d'assurer à ces Réunionnais une meilleure inser- tion en métropole a poussé l'agence nationale pour l'insertion et la promotion des travailleu
7_cri_1984-1985-ordinaire1_080.txt;1984;135000;Réunionnais;. Ces nouvelles données ont conduit le Gouvernement à donner la priorité à un programme de mesures destinées à assurer la meilleure insertion et la promotion des originaires des départe- ments d'outre-mer déjà installés en métropole — il y a environ 135 000 Réunionnais — ou venant s'y installer. L'objectif d'assurer à ces Réunionnais, comme à l'ensemble des originaires des départements d'outre-mer, une meilleure insertion en métropole, a conduit l'agence nationale pour ASSEMBLES EVOLUTION DÉMOGR
4_cri_1969-1970-ordinaire1_033.txt;1969;130000;travailleurs;"t de la vie résultant de la dévaluation ; d'autre part. les sommes qu 'ils envoient à leur famille, au prix de nom- breux sacrifices, se trouvent d 'ores et déjà diminuées en fait de 12,5 p. 100. Sont également directement touchés par la dévaluation 130.000 travailleurs saisonniers, des dizcines de milliers de fron- taliers ainsi que les nombreux titulaires de pensions de vieillesse et d 'accidents qui, après avoir travaillé de longues années dans notre pays, sont retournés terminer leurs jours"
5_cri_1974-1975-ordinaire1_047.txt;1974;121000;personnes;"ics avec 10,5 p . 100 du produit intérieur brut en 1965, contre 9,4 p. 100 en 1970. Tout' cela se traduit par un intolérable gâchis des forces productives humaines. Le chômage est devenu une plaie béante. En Guadeloupe, d'après l'I. N. S. E. E., sur 121 000 personnes aptes au travail, 30 000 sont au chômage complet, soit 24,8 p. 100, et 47 000 en état de sous-emploi, soit 38,8 p . 100. A la Réunion, on dénombrait 3 000 chômeurs il y a dix ans ; ils sont plus de 50 000 en 1974. Pour apporter une"
8_cri_1986-1987-ordinaire1_090.txt;1986;120000;Réunionnais;de chômage ... M . le président . Vous serait-il possible de conclure, mon- sieur le député 7 M . Michel Debré . . . . il est plus faible pour les originaires d'outre-mer en métropole que dans leur propre département. Si les 500 000 Antillais et le 120 000 Réunionnais qui sont en métropole étaient restés chez eux, comme vous le vouliez, quel serait le taux de chômage aux Antilles et à la Réunion. quelles seraient les conséquences sociales, politiques, psycho- logiques de cette impossibilité de
5_cri_1975-1976-ordinaire1_038.txt;1975;108000;travailleurs;. les rapporteurs ne font pas preuve d'un optimisme débor- dant : ils soulignent le fait qu'il n'y a pas de plan, qu'il n'y a pas de programmation et que l'on ne sait pas où l'on va. C'est en effet la réalité d'une industrie aéronautique qui emploie 108 000 travailleurs : ingénieurs, cadres et ouvriers, et qui, sur le plan de l'indépendance nationale et de la coopé- ration, devrait avoir un poids considérable. Je me suis livré, comme beaucoup de parlementaires, à un exercice d'exploration à trav
6_qst_6-qst-1980-08-25.txt;1980;105900;habitants;smes subventionnés, et particulièrement sur la liste des cozmunes prévues à l 'article 25 de ce même décret : au paragraphe D, intitulé « villes de plus de 100 000 habitants a, Argenteuil n'est pas mentionné, alors que cette commune comprend près de 105 900 habitants et s'étend sur 1 713 hectares. A noter qu'au paragraphe suivant, intitulé a villes de moins de 100 000 habitants a, quatre-vingts communes sont citées. En conséquence, il lui demande de bien vouloir Inclure dans cette liste la ville
4_cri_1970-1971-ordinaire2_007.txt;1970;100000;personnes;"les emplois créés au cours du V"" Plan ont tout juste permis de compenser les pertes d'emploi, la situation de l'emploi en Guadeloupe s'aggrave à un rythme accéléré. Je crains que cette tendance ne se poursuive dans les années à venir. En effet, sur 100.000 personnes actives que compte actuel- lement ce département, près de la moitié effectue chaque année I'équivalent de six mois de travail, sur la base de quarante heures hebdomadaires. L'autre moitié travaille régulièrement, mais occupe des emp"
5_cri_1973-1974-ordinaire1_014.txt;1973;100000;habitants;"aux voix l'amendement n"" 68. (L'amendement est adopté .) M. le président. En conséquence, l'article 27 est supprimé. Article 28. M. le président. s Art. 28. — En vue de préserver l'animation commerciale du centre des villes, les communes de 30.000 à 100.000 habitants et les communes classées a communes touris- tiques s bénéficient d'une priorité pour l'obtention de prêts de la caisse d'aide à l'équipement des collectivités locales (C. A. E. C. L) pour l 'aménagement de parcs de stationnement . »"
5_cri_1973-1974-ordinaire1_014.txt;1973;100000;habitants;"de parcs de stationnement . » Je suis saisi de trois amendements pouvant être soumis à une discussion commune. L'amendement n"" 321 présenté par M. Jean Briane, est ainsi rédigé : c Dans l'article 28, substituer aux mots : « les communes de 30.000 à 100.000 habitants s, les mots : c les communes de moins de 100 .000 habitants s. L'amendement n"" 296 présenté par M . Guillermin est conçu en ces termes : « Au début de l'article 28, substituer aux mots : a de 30.000 à 100 .000 habitants a, les mots"
5_cri_1973-1974-ordinaire1_014.txt;1973;100000;habitants;u de la charge du parc de stationnement qu'elles auront créé. D'autre part, je comprends parfaitement qu'il y ait parfois des besoins en places de stationnement dans le centre d'une ville de 25.000 habitants tout comme dans le centre d'une - elle de 100.000 habitants. Par conséquent je serai amené. en ce qui concerne l'utilisation des crédits, à envisager un assouplissement de l'article en cause, mais en tenant compte cependant des possibilités bud- gétaires des communes. En ce qui concerne le v
5_cri_1973-1974-ordinaire1_014.txt;1973;100000;habitants;oins de 30.000 habitants tout en assurant les priorités prévues. Puisque vous venez de poser le problème, monsieur Claudius- Petit, je ne m'opposerais pas à ce que l'article 28 vise également c la commune comprise dans une agglomération de 30 .000 à 100.000 habitants a, de telle façon que soient sauvegardés à la fois le coeur de la ville et le centre de l'agglomération. En conclusion, le Gouvernement s'engage à assurer ces priorités et il a obtenu des assurances à cet effet . D'autre part, consc
5_cri_1973-1974-ordinaire1_014.txt;1973;100000;habitants;demander quelques instants à M . le président pour mettre an point le libellé du texte qui sera soumis au vote de l'assemblée. M. Eugène Claudius-Petit . Monsieur le ministre, l'amendement de M. Briane prend en considération les communes de moins de 100.000 habitants. Il rend donc inutile une adjonction concer- nant les agglomérations . La question sera résolue si cet amen- dement est adopté. M. le président. La parole est à M . le ministre du commerce et de l'artisanat.' M. le ministre du comme
5_cri_1975-1976-ordinaire1_058.txt;1975;100000;habitants;votre souci de renforcer l'effectif des policiers dans les secteurs où la délinquance s'accroit le plus vite, c'est-à-dire dans les grandes villes. J'ai eu la curiosité d'examiner les effectifs des forces de police dans toutes les villes de plus de 100 000 habitants. J'en ai d'ailleurs publié la liste dans mon rapport écrit . où chacun peut la consulter. On y voit qu'en 1975 . Paris a reçu quarante-neuf policiers supplémentaires, les Haute-de-Seine trente-neuf, la Seine-Saint- Denis vingt-cinq
5_cri_1975-1976-ordinaire1_058.txt;1975;100000;habitants;écrit . où chacun peut la consulter. On y voit qu'en 1975 . Paris a reçu quarante-neuf policiers supplémentaires, les Haute-de-Seine trente-neuf, la Seine-Saint- Denis vingt-cinq et le Val-de-Marne vingt-quatre . Aucune ville de province de plus de 100000 habitants, sauf la viii da Rouen, (Sourires) n'a reçu de renfort en 1975 . Au total, les 183 affecta- tions nouvelles décidées cette année l'ont été dans la région pari- sienne ou à 'Rouen. Lors du vote du hud^et d- 1975. le Parlement a cepend
5_cri_1977-1978-ordinaire1_035.txt;1977;100000;habitants;3 en 1976 en Martinique, soit près de 5000 nais- sances de moins. Et il faut aussi tenir compte de l'émigration, dont je m'étonne qu'on ait pu faire récemment l'éloge dans un grand journal du soir. A cette cadence, en l'an 2000, la Marti- nique aura 100 000 habitants de moins qu'aujourd 'hui. Bravo, avez-vous dit tout à l'heure... M. Olivier Stirn, secrétaire d'Etat . Oui. M. Aimé Chaire . . . . car selon une thèse constante du Gouver- nement, tous nos maux proviennent de ce qu'il est convenu d'
6_cri_1979-1980-ordinaire1_032.txt;1979;100000;habitants;po rt du pauvre s, je veux dire des transports internes à la région des Pays de Loire. Nous nous sommes efforcés, en liaison avec vous, de résoudre ces problèmes. Ils le seront prochainement pour le Sud vendéen. Cette région, qui compte tout de méme 100 000 habitants, est actuellement mal desservie. Le schéma routier de desserte régionale, sans nous combler de joie, nous appo rte certaines satisfactions. de sorte que je ne vous en entretiendrai pas aujourd'hui. D'ailleurs, ce n 'est pas mon prop
6_cri_1979-1980-ordinaire1_032.txt;1979;100000;habitants;est la ligne Nantes—Bo rdeaux, en direction de l'Espagne ou de la Méditerranée . Fontenay-le-Comte, dont je suis maire, n'a plus de gare. Ma circonscription n'en compte plus qu'une seule : celle de Luçon. Cette petite gare ne peut plus desservir les 100 000 habitants de la région, car les trains ne s'y arrêtent plus. Aujourd'hui, c'est l'ère de la vitesse . Personnellement, je me demande si, à vouloir aller vite en toute chose, l'homme n'est pas en train de se détruire lui-même . Pour gagner une
6_qst_6-qst-1980-08-25.txt;1980;100000;habitants;e l'Etat, des établissements publics nationaux à caractère administratif et de certains organismes subventionnés, et particulièrement sur la liste des cozmunes prévues à l 'article 25 de ce même décret : au paragraphe D, intitulé « villes de plus de 100 000 habitants a, Argenteuil n'est pas mentionné, alors que cette commune comprend près de 105 900 habitants et s'étend sur 1 713 hectares. A noter qu'au paragraphe suivant, intitulé a villes de moins de 100 000 habitants a, quatre-vingts communes
6_qst_6-qst-1980-08-25.txt;1980;100000;habitants;paragraphe D, intitulé « villes de plus de 100 000 habitants a, Argenteuil n'est pas mentionné, alors que cette commune comprend près de 105 900 habitants et s'étend sur 1 713 hectares. A noter qu'au paragraphe suivant, intitulé a villes de moins de 100 000 habitants a, quatre-vingts communes sont citées. En conséquence, il lui demande de bien vouloir Inclure dans cette liste la ville d'Argenteuil qui, du fait de son étendue, crée de gros problèmes financiers aux personnels appelés à circuler ch
6_qst_6-qst-1980-08-25.txt;1980;100000;habitants;elles les agents du groupe I, qui exercent des fonctions essentiellement itinérantes avec des déplacements fréquents à l'intérieur de la commune, peu- vent bénéficier d'une indemnité forfaitaire. Cette liste comporte soixante-sept villes de moins de 100 000 habitants. Il est regrettable que la ville de Montauban n'y figure pas, car cette ville compte actuel- lement 51 000 habitants, avec un axe Nord—Sud de 17 kilomètres, un axe Est—Ouest de 15 kilomètres et une superficie de 13 529 hectares. C'e
7_cri_1981-1982-ordinaire1_070.txt;1981;100000;Réunionnais;lèvement des crédits aux logements dans les départements d'outre-mer, fixé pour 1982 au même niveau qu'en 1981, année où il y avait 340 millions inscrits au budget primitif et 80 millions au collectif voté en juillet Vous savez également que plus de 100 000 Réunionnais, soit le cinquième de la population de file, vivent en métropole . La plupart d'entre eux y ont été conduits par l'intermédiaire du BUMIDOM, société d'Etat créée en 1963 . 3208 ASSEMBLEE NATIONALE — 2' SEANCE DU 5 NOVEMBRE 1981 F
7_cri_1981-1982-ordinaire2_103.txt;1981;100000;habitants;al est au carrefour des acteurs régionaux. N'oublions pas que la capacité financière des régions reste faible pour l'instant. A titre d'exemple, la capacité financière stricte de la région Bourgogne est sensiblement inférieure à celle d'une ville de 100 000 habitants. Sans attendre la montée en puissance des finances régionales, Il faut cependant leur reconnaitre dès maintenant leur capacité institutionnelle en termes de volonté régionale. Je souhaite que l'auteur de Décoloniser la province soit
5_cri_1974-1975-ordinaire1_046.txt;1974;94000;personnes;taté que les crédits prévus permettront encore cette année la migration, par le Bumidom. de dix mille jeunes venant des départements d'outre-mer, chiffre non négli- geable. Depuis sa création, le Bumidom a d 'ailleurs permis l'entrée en métropole de 94 000 personnes et il ne faut pas oublier que cet effort de l'Etat se traduit par le voyage gratuit et un travail à l'arrivée dans la métropole, ce qui n'est pas le cas, naturellement, pour la migration des étrangers que signalait M . de Gastines. I
4_cri_1968-1969-ordinaire1_050.txt;1968;90000;personnes;urnir le détail . Mais je puis vous en donner dès à présent quelques éléments . Tout d'abord, il y a deux grandes catégories de migrants : ceux qui sont venus s'établir spontanément en métropole — c'est la migration volon- taire, intéressant environ 90.000 personnes, pour laquelle le Bumidom n'intervient pas — et ceux qui y sont venus dans le cadre d'une migration facilitée par le Bumidom, au titre de la promotion sociale . Ce mouvement, est relativement lent, concerne environ 30.000 personnes q
5_cri_1975-1976-ordinaire2_035.txt;1975;85000;personnes;260 000 Français musulmans, on compte de 20 000 à 22 000 anciens supplétifs ressortissant aux anciens combattants, et qui avaient fait partie des forces combattantes en Afrique du Nord . En y ajoutant leurs familles, on arrive à un chiffre total de 85 000 personnes. Les 95 p. 100 de cette population française musulmane vivent eu milieu ouvert avec des problèmes propres d'intégration et des revendications communes a tous les rapatriés d'Afrique du Nord. Mais il existe une petite minorité, sur la
5_cri_1976-1977-ordinaire1_061.txt;1976;84000;personnes;"igations également différentes. La police n'a pas l'obligation de casernement qu'a la gendarmerie, mais elle en a d 'autres qui ne sont pas moins astreignantes. Les mesures qui ont été prises comportent, pour le personnel en tenue, c'est-à-dire pour 84 000 personnes, l'alignement sur le statut militaire à partir du 1"" janvier 1977. Pour le personnel en civil et le personnel de commandement — les commissaires, par exemple — la transposition des mesures militaires est beau- coup plus complexe. Aus"
8_cri_1986-1987-ordinaire1_086.txt;1986;81000;habitants;, non pas aux émigrés clan- destins qui viennent de Hatti, du Brésil, du Surinam, de Guyana ou de -Sainte-Lucie l N'oublions pas non plus que la Guyane est un territoire vide, de 90 000 kilomètres carrés : un sixième de la France métropolitaine pour 81 000 habitants, dont les . deux tiers vivent à Cayenne. Quand 1 500 Laotiens Muongs fuyant l'ex- termination Vies minh furent installés à Cacao, les indépen- dantistes crièrent au scandale : la Guyane « allait perdre son identité culturelle » 1 Or
2_cri_1966-1967-ordinaire1_021.txt;1966;80000;personnes;ission a particulièrement étudié le problème économique' très préoccupant découlant de l'anéantissement de la production bananière de ce département, production qui contribue dans une proportion importante à la vie économique du pays. En Guadeloupe, 80.000 personnes, sur une population de 300.000 habitants, vivent de la banane, du stade de la plantation à celui de l'exportation, 80 .000 personnes qui du jour au lende- main se sont trouvées privées de tout moyen de subsistance. Alors, que faire ?
4_qst_4-qst-1969-02-15.txt;1969;80000;habitants;er 1969 . — M . Pierre Buron expose à M. le ministre de l 'économie et des finances les difficultés suscitées aux munici- palités par les ctispositions de l'article 295 du code des marchés publics. Cet article 295 précise que les communes de plus de 80.000 habitants peuvent normalement passer des marchés sur appels d 'offres. Il lui demande si ce seuil de 80 .000 habitants ne pourrait pas être ramené à 10 ou 20 .000 habitants. La procédure d 'appel d 'offres étant beaucoup plus avantageuse pour
5_qst_5-qst-1975-07-19.txt;1975;80000;habitants;vaux soumis à marché sur mémoire et à la liberté des appels d 'offres pour les collectivités locales. Il lui fait observer que ce décret fixe le plafond des travaux à 30000 F et que l 'appel d'offres n'est libre que pour les collectivités de plus de 80000 habitants. Sans doute, le décret du 12 septembre 1963 et sa circulaire d 'application du 13 décem- bre 1963 permettent d 'actualiser les prix . Mais c 'est une formule onéreuse pour les collectivités, en outre, les prix des matériaux ont augmen
6_cri_1979-1980-ordinaire1_045.txt;1979;80000;Réunionnais;emplois pour faire face aux conséquences de l'explosion démographique qui s'est produite voici quinze ou vingt ans dans ces départements. Par conséquent, la migration répond à l'intérêt des garçons et des filles. Elle est aussi une promotion. Si les 80000 Réunionnais qui vivent maintenant en métropole étaient restés dans leur île, la plu- part (l'entre eux ne connaîtraient pas la situation qui est la leur aujourd'hui. La migration dans les conditions présentes, avec les facilités de transport, l
5_cri_1974-1975-ordinaire1_047.txt;1974;78000;personnes;base plus permanente que l'activité du centre d'expérimentation du Pacifique dont la pérennité ne saurait être assurée. Ces dernières années, le relais a été trouvé dans le dévelop- pement du tourisme qui a poursuivi son essor en 1973 en accueillant 78 000 personnes, plus du double qu'au cours de la saison 1969. Toutefois, la courbe s'est infléchie depuis 1972, et la durée moyenne des séjours a légèrement diminué. La progression rapide des prix, leur niveau actuel, l'importance de la clientèle a
7_cri_1981-1982-extraordinaire4_014.txt;1981;76000;habitants;n-développement. Toutes ces considérations mettent en évidence la spécificité de la Guyane, qui ne peut être comparée ni aux départements métropolitains, ni aux autres départements insulaires : super- ficie de 90 000 kilomètres carrés, population de 76 000 habitants, double isolement par rapport à la métropole, distante de 9 000 kilomètres, et par rapport à l'environnement géographique. Mais sa dotation en ressources — contrairement aux autres départements d'outre-mer, dont l'exiguïté se double
7_cri_1981-1982-extraordinaire4_014.txt;1981;75000;habitants;puisse bénéficier de ses retombées. La départementalisation a aussi été concrétisée par l'arrivée massive des- étrangers dans notre région sans que les pouvoirs publics en place n'aient prie des mesures pour éviter le génocide par substitution. Sur 75 000 habitants, oui trouve 20 000 étrangers dont 15 000 Haï- tiens. A ce rythme d'entrée, dans deux ou L trois ans, si des mesures énergiques ne sont pas prisés, il y Tura 40 000 Ilaïtiens sur 80 .000 Habitants. la Guyane ne sera plus alors qu'une
7_cri_1983-1984-ordinaire2_008.txt;1983;75000;Réunionnais;t qu'ils aient été admis à un stage dans une école ou dans un centre de formation professionnelle, soit qu'ils aient obtenu un contrat de travail par les organismes officiels ou simplement par des relations personnelles. Ainsi, en vingt ans, plus de 75000 Réunionnais — chiffre qui comprend non seulement les travailleurs mais leurs familles — sont venus s'installer en métropole et . avec les enfants qui y sont nés, cela fait plus d'une centaine de mille Réunionnais . L'im- mense majorité, contrai
5_cri_1976-1977-ordinaire1_062.txt;1976;72000;personnes;"naient peu à peu leurs foyers. Mais hélas ! le 15 août, à la suite de tremblements de terre nombreux et angoissants, le préfet, après avis des scientifiques, organisait l'évacuation totale de la zone en déclenchant l'alerte n"" 2 du plan Orsec. Alors 72 000 personnes quittaient maisons, terres, biens, ani- maux, travail pour sauvegarder leur vie. Le monde entier avait les regards tournés vers la Guadeloupe et je n'oublierai jamais, quant à moi, cette déclaration tragique des scientifiques : e Il"
4_cri_1970-1971-ordinaire2_007.txt;1970;70000;personnes;tives et occupant des emplois occasionnels ou peu rémunérateurs . En outre, ces chiffres ne concernent que les chômeurs totaux. Il paràit plus réaliste d'estimer que le volume de main-d'oeuvre disponible à la fin de 1975 sera compris entre 50.000 et 70.000 personnes. Outre l'extrême jeunesse de cette population, notons le sous- emploi chronique des femmes qui, cependant, sont la composante la plus importante de la population. Nous sommes conscients du fait que les enfants scolarisés actuellement
5_cri_1975-1976-ordinaire1_057.txt;1975;70000;personnes;ions d'activité professionnelle requises pour percevoir des prestations familiales. J'ai donc donné des directives aux préfets pour que cette majoration leur soit éga- lement accordée. D'autre part, les allocataires du fonds national de solidarité — 70 000 personnes environ — ont bénéficié, comme en métropole, d'une distribution gratuite de conserves de viande bovine par les soins des bureaux d'aide sociale, ce qui ne s'apparente en rien à une sorte d'aumône, comme certains ont voulu le faire cr
8_cri_1986-1987-ordinaire1_085.txt;1986;70000;habitants;est sa relative timidité à l'égard de la collectivité territoriale d'outre-mer la plus en retard sur le plan du déve- loppement économique, Mayotte. Il m'a semblé qu'un effort plus marqué devait être consenti en faveur de cette île, bientôt forte de 70 000 habitants. Je vous ai fait part de ce souhait lors de votre audition par la commission des finances vendredi dernier. En réponse, vous avez indiqué à la commission que le Gouvernement avait l'intention de déposer un amendement en faveur de May
4_cri_1969-1970-ordinaire1_033.txt;1969;65000;habitants;ment insuffisants. C'est ainsi, par exemple, qu'en Nouvelle-Calédonie, la popula- tion de Nouméa a pratiquement doublé en l'espace de dix ans, passant de 22.000 à 42.000 habitants, cependant que la population du territoire s'accroissait de 45.000 à 65.000 habitants. Or, durant la même période, la circulation automobile à Nouméa a suivi une progression pratiquement analogue à celle de Paris, puisqu'elle a triplé. II y a aujourd 'hui 21 .000 véhicules pour 42.000 habitants, ce qui me paraît sympt
4_cri_1970-1971-ordinaire2_007.txt;1970;64000;personnes;état dont nous pouvons tous mesurer ee qu'il représente de difficultés maté- rielles et morales. Si nous traduisons ces pourcentages en chiffres, pour 320 .000 demandeurs d'emploi, 10 p . 100 d'entre eux représentent 32 .000 personnes et 20 p . 100, 64.000 personnes. Ces chiffres sont encore beaucoup trop élevés mais, rapportés à vingt millions de Français actifs, ils montrent que les demandeurs d'emploi ne sont quand même -- et fort heureusement — qu'une petite minorité . C'est d'ailleurs une r
2_qst_2-qst-1964-09-12.txt;1964;60000;habitants;l'asphyxie routière, et par suite économique, de cette région. Considérant, d 'autre part, que le commerce local serait grandement facilité par la possibilité, pour la nombreuse clientèle de ce centre commercial et administratif intéressant plus de 60.000 habitants, de pouvoir circuler et stationner, et qu'en même temps serait réglé le problème inquiétant de la circulation routière de cette région du golfe de Fos. Il lui demande à quel moment il espère ouvrir le chantier du projet d 'évitement
5_cri_1977-1978-ordinaire1_035.txt;1977;60000;personnes;rs, en partant de la pointe Jary de Pointe-à-Pitre. Après les éruptions de la Soufrière et les événements qui en ont découlé, il s'agit là d'un coup dur porté à la région basse-ter.'enne. On a estime que cette mesure frap- pera, à des degrés divers, 60 000 personnes à la Guadeloupe. Ici encore, l'avis des technologues et la recherche par les compagnies de navigation de super-bénéfices ont prévalu sur les considérations humaines et sur l'avis des élus du pays. Mais plus le temps passe et à mesure
8_cri_1985-1986-extraordinaire1_015.txt;1985;60000;habitants;ng, ces réfugiés politiques du Laos que le Viêt-minh massacre à coup de gaz toxiques. Ce sont les socialistes de Guyane qui ont refusé leur entrée, alors que ces Méos, en Guyane, sont les seuls qui travaillent ! Je vous rappelle que la Guyane compte 60 000 habitants, pour une surface équivalant à celle de huit départements français. C 'est un pays presque vide . 3138 ASSEMBLEE NATIONALE — 2 . SEANCE DU 10 JUILLET 1988 Et, en métropole, il faudrait laisser rentrer tout le monde ! Avec une carte
5_cri_1977-1978-ordinaire1_035.txt;1977;54500;personnes;outre- mer s'aggrave dans tous les secteurs. Nos collègues Ibéné et Césaire viennent d'en fournir des exemples éloquents. Le chômage sévit de plus en plus, bien que les forces vives soient dirigées vers la métropole. Ainsi, la Martinique a vu partir 54500 personnes en dix ans, soit 17 p. 100 de la popula- tion du pays, ce qui, ramené à la population totale de la France, représenterait 9 millions et demi d'expatriés. M. Jean Fontaine. II ne s'agit pas d'expatrier ! M. Claude Weber. Imagine-t-on c
8_cri_1986-1987-ordinaire1_087.txt;1986;53000;personnes;faut résider « en France métropolitaine », le membre de phrase : « ou dans les D.O.M. ». Le recours à d 'autres procédures cache-t-il des subtilités ? C'est la question que l'on a raison de se poser et c 'est aussi ce que voudraient bien savoir les 53 000 personnes âgées qui perçoivent un minimum vieillesse annuel de 19 988,84 francs contre 31 030 francs en métropole, soit une différence de 900 francs par mois. Ainsi, monsieur le ministre, votre texte parait, dans sa phi- losophie, entériner l'
4_cri_1970-1971-ordinaire2_007.txt;1970;52000;personnes;lque 7.000 femmes qui recherchent un emploi de ménagère. En définitive, sur 190 .000 personnes de quinze ans et plus de ce département, déduction faite de certains inactifs ne recher- chant pas fermement un emploi, la main-d'oeuvre disponible est de 52.000 personnes, à savoir 20.000 chômeurs totaux, 7 .000 chô- meuses marginales et 25.000 chômeurs correspondant à la moitié des 50.000 personnes qui ne travaillent pas ,à longeur d'année. Des chiffres que je viens de citer, il ressort que le nombre
5_cri_1973-1974-ordinaire1_088.txt;1973;51000;habitants;visiter chaque année toutes les classes des écoles mater- nelles et élémentaires en complément des contrôles médicaux et veiller aux rééducations nécessaires. En raison du pourcentage d 'enfants handicapés (3 à 5 p. 100), la limitation aux villes de 51.000 habitants de la création de classes d 'adaptation est excessive et injuste. Il lui demande s'il n 'estime pas que pour les maternelles réunissant 200 enfants en un groupe scolaire,-ou en plusieurs écoles de circonscription, il devrait être cré
6_qst_6-qst-1980-08-25.txt;1980;51000;habitants;l'intérieur de la commune, peu- vent bénéficier d'une indemnité forfaitaire. Cette liste comporte soixante-sept villes de moins de 100 000 habitants. Il est regrettable que la ville de Montauban n'y figure pas, car cette ville compte actuel- lement 51 000 habitants, avec un axe Nord—Sud de 17 kilomètres, un axe Est—Ouest de 15 kilomètres et une superficie de 13 529 hectares. C'est une des communes les plus étendues de France. Pour cette raison, il lui demande s'il n'estime pas souhaitable de co
4_cri_1968-1969-ordinaire1_050.txt;1968;50000;personnes;la France, et la misère des masses populaires est telle que le journal Croix du Sud, organe du clergé réunionnais, pouvait écrire en mai dernier : a Il n'est pas nécessaire d'aller en Inde chercher des chiffres de misère : ici à la Réunion, plus de 50.000 personnes n'ont pas 20.000 francs C.F.A. par an . .. soit même pas 50 francs C.F.A. — un franc métropolitain — par jour pour se nourrir, se vêtir, se loger, s'instruire, se soigner. .. C'est la misère affreuse.: Plutôt que de procéder à une vé
4_cri_1970-1971-ordinaire2_007.txt;1970;50000;personnes;ment, déduction faite de certains inactifs ne recher- chant pas fermement un emploi, la main-d'oeuvre disponible est de 52.000 personnes, à savoir 20.000 chômeurs totaux, 7 .000 chô- meuses marginales et 25.000 chômeurs correspondant à la moitié des 50.000 personnes qui ne travaillent pas ,à longeur d'année. Des chiffres que je viens de citer, il ressort que le nombre d'emplois à créer pour vaincre le seul chômage total actuel s'élève à 20.000 environ. En tablant stir une création nette d'emploi
5_cri_1975-1976-ordinaire1_058.txt;1975;50000;habitants;"Guyane, et par la manière dont il est imposé. Certes, les richesses potentielles, minerais, forêts, agriculture, pêches, sont considérables en Guyane. Mais ce département ,, dont la superficie représente le sixième de la France, et qui ne compte que 50 000 habitants environ, a été scandaleusement maintenu en état de sous- développement par le colonialisme. Les abus, l'impéritie, quand il ne s'agissait pas tout sim plement de détournements de fonds, étaient érigés en système "" adminis- tratien. A"
5_cri_1975-1976-ordinaire1_058.txt;1975;50000;habitants;: la forêt, la pèche, l'agriculture et le peuplement . Mais, en l'état actuel des choses, on s'en tient à ce dernier aspect : le peuplement est évidemment indispensable en Guyane, si l'on considère que les 90 000 kilo- mètres carrés ne comptent que 50 000 habitants. ce qui exclut toute économie d'autoconsommation. Nous en mourrons.. de ce sous-peuplement. D'autre part, quand on fait la comparaison avec la Guyane anglaise . l'actuelle Guyana, avec ses 754 000 habitants, ou avec la Guyane holland
5_cri_1975-1976-ordinaire1_058.txt;1975;50000;habitants;écessité d'un peuplement pour le développement économique de la Guyane française. Vous avez parlé, monsieur le secrétaire d'Etat, de la création de 10 000 emplois en cinq ans . Eeidemment, pareille déclaration a produit un choc sur une population de 50 000 habitants ! Mais la présentation des faits a été telle que les efforts accom- plis en faveur du développement n'ont pas été perçus et que seul le problème du peuplement a été retenu. Et déjà, d'aucuns . qui sont orfèvres en histoire, sont allé
